Fixed Overall Qtr Count ,Fraud,Quarter,Report Type,State Name,Year,Fixed State Type,Overall # of Reports by Type QTR,State Fraud/Other Count
399061,Fraud,3,Fraud,South Dakota,2018,537,399061,537
831544,Fraud,1,Fraud,Nebraska,2021,3256,831544,3256
600629,Fraud,2,Fraud,Ohio,2020,16107,600629,16107
328392,Other,1,Other,West Virginia,2022,833,328392,833
380279,Fraud,2,Fraud,Vermont,2018,426,380279,426
492886,Fraud,1,Fraud,Idaho,2022,2074,492886,2074
322678,Other,2,Other,Nebraska,2018,726,322678,726
248549,Other,3,Other,New Mexico,2019,1022,248549,1022
360718,Other,4,Other,Indiana,2020,4989,360718,4989
360304,Fraud,1,Fraud,Florida,2018,20160,360304,20160
415398,Other,3,Other,Illinois,2021,15098,415398,15098
403773,Fraud,4,Fraud,South Dakota,2019,524,403773,524
305963,Other,2,Other,Pennsylvania,2020,9809,305963,9809
263547,Other,1,Other,Minnesota,2020,2620,263547,2620
492886,Fraud,1,Fraud,Alabama,2022,4970,492886,4970
248549,Other,3,Other,Massachusetts,2019,3286,248549,3286
336868,Other,4,Other,California,2021,32694,336868,32694
413575,Fraud,1,Fraud,Wyoming,2019,525,413575,525
529166,Fraud,3,Fraud,Nevada,2019,5970,529166,5970
535536,Fraud,2,Fraud,Texas,2019,32286,535536,32286
322678,Other,2,Other,Florida,2018,36970,322678,36970
729718,Fraud,2,Fraud,Texas,2021,45837,729718,45837
360304,Fraud,1,Fraud,Missouri,2018,5323,360304,5323
399061,Fraud,3,Fraud,Vermont,2018,521,399061,521
415398,Other,3,Other,Alabama,2021,8592,415398,8592
729337,Fraud,3,Fraud,Ohio,2021,18079,729337,18079
399061,Fraud,3,Fraud,Puerto Rico,2018,474,399061,474
310369,Other,3,Other,West Virginia,2018,723,310369,723
624173,Fraud,4,Fraud,Arkansas,2020,3449,624173,3449
380279,Fraud,2,Fraud,Texas,2018,22095,380279,22095
573651,Fraud,4,Fraud,California,2021,50901,573651,50901
236641,Other,4,Other,Nevada,2019,3142,236641,3142
624173,Fraud,4,Fraud,Massachusetts,2020,10104,624173,10104
248549,Other,3,Other,Alaska,2019,239,248549,239
263547,Other,1,Other,North Carolina,2020,7815,263547,7815
310369,Other,3,Other,Kentucky,2018,2645,310369,2645
360304,Fraud,1,Fraud,West Virginia,2018,1669,360304,1669
230049,Other,1,Other,Tennessee,2019,4325,230049,4325
253567,Other,2,Other,South Carolina,2019,3896,253567,3896
492886,Fraud,1,Fraud,North Dakota,2022,571,492886,571
305963,Other,2,Other,Ohio,2020,8500,305963,8500
729718,Fraud,2,Fraud,Ohio,2021,18944,729718,18944
831544,Fraud,1,Fraud,Kansas,2021,5605,831544,5605
230049,Other,1,Other,Arkansas,2019,1317,230049,1317
253567,Other,2,Other,Missouri,2019,4377,253567,4377
403773,Fraud,4,Fraud,Ohio,2019,11469,403773,11469
322678,Other,2,Other,Iowa,2018,1075,322678,1075
399061,Fraud,3,Fraud,Wyoming,2018,461,399061,461
380279,Fraud,2,Fraud,Wisconsin,2018,4624,380279,4624
253567,Other,2,Other,Iowa,2019,1088,253567,1088
253567,Other,2,Other,Missouri,2019,4377,253567,4377
403773,Fraud,4,Fraud,Vermont,2019,561,403773,561
413575,Fraud,1,Fraud,Kansas,2019,2712,413575,2712
310369,Other,3,Other,Washington,2018,4071,310369,4071
624173,Fraud,4,Fraud,California,2020,55785,624173,55785
403773,Fraud,4,Fraud,Mississippi,2019,2446,403773,2446
403773,Fraud,4,Fraud,Hawaii,2019,1238,403773,1238
322678,Other,2,Other,Colorado,2018,4556,322678,4556
573651,Fraud,4,Fraud,North Dakota,2021,650,573651,650
360304,Fraud,1,Fraud,Colorado,2018,5850,360304,5850
535536,Fraud,2,Fraud,Vermont,2019,673,535536,673
336868,Other,4,Other,New Jersey,2021,9966,336868,9966
399061,Fraud,3,Fraud,Texas,2018,24763,399061,24763
535536,Fraud,2,Fraud,Indiana,2019,7459,535536,7459
263547,Other,1,Other,North Carolina,2020,7815,263547,7815
253567,Other,2,Other,Puerto Rico,2019,520,253567,520
310369,Other,3,Other,Kansas,2018,1433,310369,1433
248549,Other,3,Other,South Carolina,2019,4119,248549,4119
648197,Fraud,3,Fraud,Utah,2020,4693,648197,4693
624173,Fraud,4,Fraud,Alabama,2020,6203,624173,6203
406911,Other,2,Other,Wyoming,2021,295,406911,295
399061,Fraud,3,Fraud,Maine,2018,1188,399061,1188
573651,Fraud,4,Fraud,Virginia,2021,12136,573651,12136
0,IDT,4,Identity Theft,Nebraska,2019,0,0,0
230049,Other,1,Other,Texas,2019,18270,230049,18270
328392,Other,1,Other,Ohio,2022,8968,328392,8968
263547,Other,1,Other,Delaware,2020,923,263547,923
435820,Fraud,1,Fraud,Florida,2020,27083,435820,27083
413575,Fraud,1,Fraud,Puerto Rico,2019,484,413575,484
0,IDT,2,Identity Theft,Virginia,2021,0,0,0
248549,Other,3,Other,New Jersey,2019,6431,248549,6431
248549,Other,3,Other,Minnesota,2019,2284,248549,2284
360718,Other,4,Other,Alabama,2020,6551,360718,6551
648197,Fraud,3,Fraud,Oregon,2020,7435,648197,7435
624173,Fraud,4,Fraud,Ohio,2020,16954,624173,16954
600629,Fraud,2,Fraud,Mississippi,2020,3184,600629,3184
406911,Other,2,Other,South Carolina,2021,7824,406911,7824
729337,Fraud,3,Fraud,Ohio,2021,18079,729337,18079
336713,Other,3,Other,Connecticut,2020,2784,336713,2784
624173,Fraud,4,Fraud,Oregon,2020,7626,624173,7626
573651,Fraud,4,Fraud,Texas,2021,33359,573651,33359
492886,Fraud,1,Fraud,Texas,2022,30693,492886,30693
648197,Fraud,3,Fraud,Arizona,2020,12638,648197,12638
573651,Fraud,4,Fraud,New Jersey,2021,11130,573651,11130
383241,Fraud,4,Fraud,South Dakota,2018,592,383241,592
380279,Fraud,2,Fraud,New Jersey,2018,7271,380279,7271
383241,Fraud,4,Fraud,Arkansas,2018,2540,383241,2540
383241,Fraud,4,Fraud,Pennsylvania,2018,11630,383241,11630
0,IDT,3,Identity Theft,Washington,2021,0,0,0
535536,Fraud,2,Fraud,Maryland,2019,8610,535536,8610
413841,Other,1,Other,New Mexico,2021,1398,413841,1398
413575,Fraud,1,Fraud,Florida,2019,24067,413575,24067
0,IDT,3,Identity Theft,New Jersey,2021,0,0,0
310369,Other,3,Other,Louisiana,2018,3546,310369,3546
253567,Other,2,Other,Pennsylvania,2019,8085,253567,8085
380279,Fraud,2,Fraud,Puerto Rico,2018,417,380279,417
230049,Other,1,Other,Indiana,2019,3303,230049,3303
435820,Fraud,1,Fraud,Wyoming,2020,568,435820,568
250155,Other,4,Other,Massachusetts,2018,3255,250155,3255
320281,Other,1,Other,Oregon,2018,2190,320281,2190
492886,Fraud,1,Fraud,Virginia,2022,11663,492886,11663
403773,Fraud,4,Fraud,Kansas,2019,2753,403773,2753
0,IDT,2,Identity Theft,West Virginia,2021,0,0,0
729337,Fraud,3,Fraud,Colorado,2021,11739,729337,11739
729718,Fraud,2,Fraud,Iowa,2021,3889,729718,3889
328392,Other,1,Other,Massachusetts,2022,5407,328392,5407
253567,Other,2,Other,Michigan,2019,5932,253567,5932
729337,Fraud,3,Fraud,Mississippi,2021,3592,729337,3592
322678,Other,2,Other,Illinois,2018,9803,322678,9803
573651,Fraud,4,Fraud,West Virginia,2021,2075,573651,2075
624173,Fraud,4,Fraud,Virginia,2020,15167,624173,15167
0,IDT,2,Identity Theft,Michigan,2021,0,0,0
415398,Other,3,Other,Wisconsin,2021,3698,415398,3698
236641,Other,4,Other,Florida,2019,22360,236641,22360
263547,Other,1,Other,Hawaii,2020,678,263547,678
310369,Other,3,Other,Vermont,2018,200,310369,200
360718,Other,4,Other,Indiana,2020,4989,360718,4989
336713,Other,3,Other,Mississippi,2020,2239,336713,2239
336868,Other,4,Other,Wisconsin,2021,3078,336868,3078
729337,Fraud,3,Fraud,Alaska,2021,1376,729337,1376
729718,Fraud,2,Fraud,Wisconsin,2021,8826,729718,8826
831544,Fraud,1,Fraud,Alabama,2021,7957,831544,7957
831544,Fraud,1,Fraud,New Mexico,2021,4251,831544,4251
336868,Other,4,Other,South Carolina,2021,5773,336868,5773
729718,Fraud,2,Fraud,District of Columbia,2021,1753,729718,1753
831544,Fraud,1,Fraud,Puerto Rico,2021,1129,831544,1129
380279,Fraud,2,Fraud,New Jersey,2018,7271,380279,7271
383241,Fraud,4,Fraud,District of Columbia,2018,1095,383241,1095
328392,Other,1,Other,Massachusetts,2022,5407,328392,5407
406911,Other,2,Other,Ohio,2021,11779,406911,11779
310369,Other,3,Other,North Carolina,2018,8433,310369,8433
336868,Other,4,Other,Connecticut,2021,2532,336868,2532
230049,Other,1,Other,Massachusetts,2019,2969,230049,2969
360304,Fraud,1,Fraud,Ohio,2018,9504,360304,9504
435820,Fraud,1,Fraud,Delaware,2020,1451,435820,1451
322678,Other,2,Other,Maryland,2018,6037,322678,6037
600629,Fraud,2,Fraud,Illinois,2020,17411,600629,17411
336713,Other,3,Other,Wisconsin,2020,3218,336713,3218
415398,Other,3,Other,Wyoming,2021,282,415398,282
535536,Fraud,2,Fraud,Georgia,2019,13528,535536,13528
535536,Fraud,2,Fraud,Utah,2019,3501,535536,3501
263547,Other,1,Other,Iowa,2020,1074,263547,1074
360718,Other,4,Other,Michigan,2020,6859,360718,6859
415398,Other,3,Other,Washington,2021,5172,415398,5172
236641,Other,4,Other,California,2019,22851,236641,22851
492886,Fraud,1,Fraud,Arizona,2022,9323,492886,9323
413575,Fraud,1,Fraud,New Jersey,2019,8805,413575,8805
336868,Other,4,Other,Virginia,2021,8065,336868,8065
230049,Other,1,Other,Wisconsin,2019,2732,230049,2732
236641,Other,4,Other,Michigan,2019,5082,236641,5082
406911,Other,2,Other,Michigan,2021,7508,406911,7508
360304,Fraud,1,Fraud,Kentucky,2018,3449,360304,3449
535536,Fraud,2,Fraud,Arkansas,2019,3171,535536,3171
600629,Fraud,2,Fraud,Vermont,2020,933,600629,933
253567,Other,2,Other,California,2019,25119,253567,25119
535536,Fraud,2,Fraud,Hawaii,2019,1600,535536,1600
305963,Other,2,Other,Nevada,2020,3734,305963,3734
648197,Fraud,3,Fraud,South Dakota,2020,837,648197,837
492886,Fraud,1,Fraud,Nebraska,2022,1972,492886,1972
248549,Other,3,Other,South Carolina,2019,4119,248549,4119
413575,Fraud,1,Fraud,Georgia,2019,10511,413575,10511
328392,Other,1,Other,Rhode Island,2022,759,328392,759
406911,Other,2,Other,Connecticut,2021,3106,406911,3106
263547,Other,1,Other,Puerto Rico,2020,426,263547,426
360304,Fraud,1,Fraud,Nevada,2018,3245,360304,3245
0,IDT,2,Identity Theft,Idaho,2018,0,0,0
322678,Other,2,Other,Maryland,2018,6037,322678,6037
263547,Other,1,Other,Michigan,2020,5331,263547,5331
492886,Fraud,1,Fraud,Alabama,2022,4970,492886,4970
529166,Fraud,3,Fraud,Hawaii,2019,1591,529166,1591
535536,Fraud,2,Fraud,Arizona,2019,9903,535536,9903
413841,Other,1,Other,Virginia,2021,9484,413841,9484
253567,Other,2,Other,Vermont,2019,240,253567,240
248549,Other,3,Other,Puerto Rico,2019,412,248549,412
360304,Fraud,1,Fraud,Georgia,2018,8537,360304,8537
729718,Fraud,2,Fraud,Nevada,2021,6559,729718,6559
336868,Other,4,Other,Wisconsin,2021,3078,336868,3078
729337,Fraud,3,Fraud,West Virginia,2021,2571,729337,2571
230049,Other,1,Other,Rhode Island,2019,503,230049,503
305963,Other,2,Other,Georgia,2020,14957,305963,14957
360718,Other,4,Other,West Virginia,2020,898,360718,898
380279,Fraud,2,Fraud,Nebraska,2018,1594,380279,1594
360304,Fraud,1,Fraud,New Hampshire,2018,1127,360304,1127
322678,Other,2,Other,Ohio,2018,9819,322678,9819
320281,Other,1,Other,Colorado,2018,4626,320281,4626
380279,Fraud,2,Fraud,Oregon,2018,4439,380279,4439
383241,Fraud,4,Fraud,North Carolina,2018,10342,383241,10342
600629,Fraud,2,Fraud,New York,2020,28409,600629,28409
729337,Fraud,3,Fraud,South Carolina,2021,8020,729337,8020
310369,Other,3,Other,West Virginia,2018,723,310369,723
336868,Other,4,Other,Oregon,2021,2265,336868,2265
399061,Fraud,3,Fraud,Ohio,2018,10893,399061,10893
573651,Fraud,4,Fraud,Arizona,2021,10354,573651,10354
263547,Other,1,Other,Hawaii,2020,678,263547,678
600629,Fraud,2,Fraud,Pennsylvania,2020,19750,600629,19750
336713,Other,3,Other,Maryland,2020,6842,336713,6842
250155,Other,4,Other,Maine,2018,555,250155,555
0,IDT,3,Identity Theft,Connecticut,2020,0,0,0
648197,Fraud,3,Fraud,Arizona,2020,12638,648197,12638
322678,Other,2,Other,Tennessee,2018,6221,322678,6221
413575,Fraud,1,Fraud,Delaware,2019,1176,413575,1176
529166,Fraud,3,Fraud,Maryland,2019,8983,529166,8983
600629,Fraud,2,Fraud,Connecticut,2020,5327,600629,5327
322678,Other,2,Other,Alabama,2018,5107,322678,5107
236641,Other,4,Other,Minnesota,2019,2449,236641,2449
624173,Fraud,4,Fraud,Mississippi,2020,3404,624173,3404
0,IDT,2,Identity Theft,Montana,2018,0,0,0
0,IDT,3,Identity Theft,Maine,2020,0,0,0
250155,Other,4,Other,Wisconsin,2018,2681,250155,2681
529166,Fraud,3,Fraud,Connecticut,2019,4113,529166,4113
399061,Fraud,3,Fraud,Idaho,2018,1690,399061,1690
320281,Other,1,Other,Oregon,2018,2190,320281,2190
230049,Other,1,Other,South Carolina,2019,3552,230049,3552
360718,Other,4,Other,Indiana,2020,4989,360718,4989
322678,Other,2,Other,California,2018,35353,322678,35353
399061,Fraud,3,Fraud,Minnesota,2018,5467,399061,5467
322678,Other,2,Other,Kansas,2018,1684,322678,1684
310369,Other,3,Other,Minnesota,2018,2674,310369,2674
383241,Fraud,4,Fraud,Illinois,2018,10372,383241,10372
383241,Fraud,4,Fraud,Nevada,2018,3350,383241,3350
413575,Fraud,1,Fraud,Oklahoma,2019,3302,413575,3302
360718,Other,4,Other,North Dakota,2020,287,360718,287
406911,Other,2,Other,Iowa,2021,1336,406911,1336
360718,Other,4,Other,Kansas,2020,3967,360718,3967
336868,Other,4,Other,Florida,2021,31567,336868,31567
729337,Fraud,3,Fraud,Alaska,2021,1376,729337,1376
535536,Fraud,2,Fraud,North Dakota,2019,666,535536,666
729718,Fraud,2,Fraud,Connecticut,2021,5684,729718,5684
236641,Other,4,Other,Arizona,2019,4370,236641,4370
236641,Other,4,Other,Ohio,2019,7354,236641,7354
648197,Fraud,3,Fraud,New Jersey,2020,13673,648197,13673
360304,Fraud,1,Fraud,Hawaii,2018,1079,360304,1079
573651,Fraud,4,Fraud,Minnesota,2021,6367,573651,6367
729718,Fraud,2,Fraud,North Carolina,2021,17414,729718,17414
322678,Other,2,Other,Illinois,2018,9803,322678,9803
648197,Fraud,3,Fraud,Massachusetts,2020,10092,648197,10092
328392,Other,1,Other,Idaho,2022,816,328392,816
435820,Fraud,1,Fraud,Delaware,2020,1451,435820,1451
320281,Other,1,Other,Kansas,2018,1579,320281,1579
399061,Fraud,3,Fraud,Connecticut,2018,3135,399061,3135
600629,Fraud,2,Fraud,Wyoming,2020,683,600629,683
535536,Fraud,2,Fraud,Maryland,2019,8610,535536,8610
322678,Other,2,Other,South Dakota,2018,252,322678,252
250155,Other,4,Other,Wisconsin,2018,2681,250155,2681
336868,Other,4,Other,New Mexico,2021,1103,336868,1103
435820,Fraud,1,Fraud,Missouri,2020,6711,435820,6711
336713,Other,3,Other,North Dakota,2020,276,336713,276
360718,Other,4,Other,Kentucky,2020,2579,360718,2579
729718,Fraud,2,Fraud,Illinois,2021,20486,729718,20486
624173,Fraud,4,Fraud,Colorado,2020,10096,624173,10096
236641,Other,4,Other,Connecticut,2019,2220,236641,2220
831544,Fraud,1,Fraud,Connecticut,2021,6425,831544,6425
305963,Other,2,Other,New York,2020,16364,305963,16364
322678,Other,2,Other,Alabama,2018,5107,322678,5107
403773,Fraud,4,Fraud,Kansas,2019,2753,403773,2753
529166,Fraud,3,Fraud,South Dakota,2019,700,529166,700
322678,Other,2,Other,Montana,2018,421,322678,421
600629,Fraud,2,Fraud,New Hampshire,2020,2074,600629,2074
492886,Fraud,1,Fraud,Colorado,2022,9732,492886,9732
729718,Fraud,2,Fraud,Oklahoma,2021,5942,729718,5942
0,IDT,3,Identity Theft,Pennsylvania,2018,0,0,0
413841,Other,1,Other,Nevada,2021,4869,413841,4869
320281,Other,1,Other,Idaho,2018,937,320281,937
413575,Fraud,1,Fraud,Texas,2019,24631,413575,24631
403773,Fraud,4,Fraud,Wisconsin,2019,5517,403773,5517
310369,Other,3,Other,California,2018,35146,310369,35146
305963,Other,2,Other,Massachusetts,2020,4717,305963,4717
492886,Fraud,1,Fraud,Michigan,2022,11171,492886,11171
573651,Fraud,4,Fraud,Florida,2021,32059,573651,32059
236641,Other,4,Other,New Hampshire,2019,645,236641,645
305963,Other,2,Other,Colorado,2020,4353,305963,4353
230049,Other,1,Other,Texas,2019,18270,230049,18270
403773,Fraud,4,Fraud,Arkansas,2019,2523,403773,2523
403773,Fraud,4,Fraud,Florida,2019,25614,403773,25614
435820,Fraud,1,Fraud,New Jersey,2020,8838,435820,8838
413841,Other,1,Other,New Hampshire,2021,1021,413841,1021
383241,Fraud,4,Fraud,Arkansas,2018,2540,383241,2540
360718,Other,4,Other,New Jersey,2020,10764,360718,10764
383241,Fraud,4,Fraud,California,2018,33335,383241,33335
648197,Fraud,3,Fraud,Michigan,2020,14412,648197,14412
406911,Other,2,Other,Alaska,2021,421,406911,421
336713,Other,3,Other,Louisiana,2020,4595,336713,4595
415398,Other,3,Other,South Carolina,2021,8486,415398,8486
413575,Fraud,1,Fraud,California,2019,37446,413575,37446
729718,Fraud,2,Fraud,Maryland,2021,11729,729718,11729
336713,Other,3,Other,New Mexico,2020,1268,336713,1268
250155,Other,4,Other,Montana,2018,358,250155,358
535536,Fraud,2,Fraud,Kansas,2019,3493,535536,3493
263547,Other,1,Other,Virginia,2020,6215,263547,6215
529166,Fraud,3,Fraud,New York,2019,22118,529166,22118
403773,Fraud,4,Fraud,Ohio,2019,11469,403773,11469
0,IDT,3,Identity Theft,Massachusetts,2019,0,0,0
573651,Fraud,4,Fraud,Utah,2021,4020,573651,4020
336868,Other,4,Other,Massachusetts,2021,4813,336868,4813
310369,Other,3,Other,District of Columbia,2018,1026,310369,1026
529166,Fraud,3,Fraud,Tennessee,2019,9025,529166,9025
435820,Fraud,1,Fraud,Idaho,2020,1779,435820,1779
535536,Fraud,2,Fraud,Alaska,2019,967,535536,967
320281,Other,1,Other,Louisiana,2018,3823,320281,3823
624173,Fraud,4,Fraud,Pennsylvania,2020,20047,624173,20047
624173,Fraud,4,Fraud,Nebraska,2020,2547,624173,2547
648197,Fraud,3,Fraud,Maine,2020,1767,648197,1767
729337,Fraud,3,Fraud,Delaware,2021,1789,729337,1789
250155,Other,4,Other,Texas,2018,23807,250155,23807
415398,Other,3,Other,New Hampshire,2021,809,415398,809
310369,Other,3,Other,Oklahoma,2018,2221,310369,2221
360304,Fraud,1,Fraud,Texas,2018,19432,360304,19432
729337,Fraud,3,Fraud,New Hampshire,2021,2234,729337,2234
648197,Fraud,3,Fraud,Wisconsin,2020,8576,648197,8576
230049,Other,1,Other,District of Columbia,2019,767,230049,767
529166,Fraud,3,Fraud,Idaho,2019,2202,529166,2202
383241,Fraud,4,Fraud,South Dakota,2018,592,383241,592
415398,Other,3,Other,Oregon,2021,2647,415398,2647
383241,Fraud,4,Fraud,New Mexico,2018,1968,383241,1968
535536,Fraud,2,Fraud,Oregon,2019,7016,535536,7016
0,IDT,3,Identity Theft,Missouri,2021,0,0,0
0,IDT,2,Identity Theft,Virginia,2018,0,0,0
535536,Fraud,2,Fraud,Montana,2019,1371,535536,1371
415398,Other,3,Other,New York,2021,21846,415398,21846
250155,Other,4,Other,Massachusetts,2018,3255,250155,3255
230049,Other,1,Other,Nevada,2019,2436,230049,2436
406911,Other,2,Other,Mississippi,2021,3453,406911,3453
729337,Fraud,3,Fraud,Ohio,2021,18079,729337,18079
729718,Fraud,2,Fraud,Vermont,2021,1150,729718,1150
360304,Fraud,1,Fraud,Illinois,2018,9211,360304,9211
263547,Other,1,Other,Maryland,2020,5203,263547,5203
406911,Other,2,Other,Florida,2021,38208,406911,38208
380279,Fraud,2,Fraud,Ohio,2018,9892,380279,9892
406911,Other,2,Other,Minnesota,2021,3401,406911,3401
435820,Fraud,1,Fraud,Minnesota,2020,5886,435820,5886
413575,Fraud,1,Fraud,Wyoming,2019,525,413575,525
360718,Other,4,Other,Arkansas,2020,1997,360718,1997
529166,Fraud,3,Fraud,Alabama,2019,6083,529166,6083
310369,Other,3,Other,North Carolina,2018,8433,310369,8433
492886,Fraud,1,Fraud,Washington,2022,10674,492886,10674
729337,Fraud,3,Fraud,Nebraska,2021,2383,729337,2383
492886,Fraud,1,Fraud,Massachusetts,2022,8365,492886,8365
624173,Fraud,4,Fraud,Alabama,2020,6203,624173,6203
263547,Other,1,Other,Maryland,2020,5203,263547,5203
336868,Other,4,Other,New Mexico,2021,1103,336868,1103
403773,Fraud,4,Fraud,Missouri,2019,6062,403773,6062
648197,Fraud,3,Fraud,Indiana,2020,8563,648197,8563
600629,Fraud,2,Fraud,West Virginia,2020,2244,600629,2244
248549,Other,3,Other,Maine,2019,514,248549,514
403773,Fraud,4,Fraud,South Dakota,2019,524,403773,524
535536,Fraud,2,Fraud,Massachusetts,2019,7469,535536,7469
250155,Other,4,Other,District of Columbia,2018,974,250155,974
383241,Fraud,4,Fraud,New Jersey,2018,8421,383241,8421
328392,Other,1,Other,Nebraska,2022,753,328392,753
406911,Other,2,Other,South Carolina,2021,7824,406911,7824
529166,Fraud,3,Fraud,Texas,2019,33617,529166,33617
310369,Other,3,Other,Arkansas,2018,1766,310369,1766
624173,Fraud,4,Fraud,Nevada,2020,5719,624173,5719
230049,Other,1,Other,Illinois,2019,7333,230049,7333
360304,Fraud,1,Fraud,Indiana,2018,5089,360304,5089
413841,Other,1,Other,Maryland,2021,11051,413841,11051
230049,Other,1,Other,West Virginia,2019,736,230049,736
529166,Fraud,3,Fraud,Arizona,2019,12331,529166,12331
435820,Fraud,1,Fraud,Indiana,2020,6316,435820,6316
0,IDT,2,Identity Theft,Arizona,2021,0,0,0
383241,Fraud,4,Fraud,California,2018,33335,383241,33335
492886,Fraud,1,Fraud,South Dakota,2022,762,492886,762
305963,Other,2,Other,West Virginia,2020,953,305963,953
600629,Fraud,2,Fraud,Tennessee,2020,10003,600629,10003
600629,Fraud,2,Fraud,Missouri,2020,8446,600629,8446
250155,Other,4,Other,Oklahoma,2018,1784,250155,1784
492886,Fraud,1,Fraud,Kentucky,2022,5080,492886,5080
0,IDT,4,Identity Theft,Georgia,2020,0,0,0
380279,Fraud,2,Fraud,Alaska,2018,752,380279,752
648197,Fraud,3,Fraud,Missouri,2020,9375,648197,9375
624173,Fraud,4,Fraud,Hawaii,2020,2039,624173,2039
230049,Other,1,Other,Alabama,2019,2967,230049,2967
