State Name,Fraud,Quarter,Report Type,Year,Fixed Overall Qtr Losses,Fixed State Qtr Losses,Overall Total Losses by Type Qtr,Total Losses
Michigan,Other,2,Other,2020,280093545.500005,5470363.79000001,280093545.500005,5470363.79000001
Arizona,Other,3,Other,2020,332376597.910007,8610974.96000001,332376597.910007,8610974.96000001
Arizona,Fraud,1,Fraud,2020,731467189.080063,14654754.93,731467189.080063,14654754.93
Minnesota,Fraud,4,Fraud,2020,1003279528.43026,10675571.1400001,1003279528.43026,10675571.1400001
Texas,Fraud,2,Fraud,2019,602374374.655126,37203631.2699998,602374374.655126,37203631.2699998
Wisconsin,Other,3,Other,2021,196990073.340001,1030252.51,196990073.340001,1030252.51
Montana,Fraud,2,Fraud,2019,602374374.655126,754472.89,602374374.655126,754472.89
Nevada,Other,4,Other,2021,198243503.149999,1300028.96,198243503.149999,1300028.96
Alaska,Fraud,2,Fraud,2018,436359324.65002,960336.99,436359324.65002,960336.99
Utah,Fraud,3,Fraud,2020,890919586.840231,7549202.76000002,890919586.840231,7549202.76000002
Vermont,Fraud,4,Fraud,2018,397093881.427538,1054515.02,397093881.427538,1054515.02
Oklahoma,Other,2,Other,2019,195488970.690001,1048488.81,195488970.690001,1048488.81
District of Columbia,Fraud,2,Fraud,2020,819552937.990118,2000430.67,819552937.990118,2000430.67
Wyoming,Other,1,Other,2022,211915621.62,223751.79,211915621.62,223751.79
Kentucky,Other,1,Other,2020,273618221.910002,2730654.67,273618221.910002,2730654.67
Ohio,Fraud,2,Fraud,2019,602374374.655126,10305767.25,602374374.655126,10305767.25
Indiana,Fraud,2,Fraud,2020,819552937.990118,7956083.74000005,819552937.990118,7956083.74000005
Idaho,Other,2,Other,2020,280093545.500005,1190970.76,280093545.500005,1190970.76
Rhode Island,Fraud,2,Fraud,2020,819552937.990118,860495.589999999,819552937.990118,860495.589999999
Delaware,Other,1,Other,2019,196919122.739999,279787.94,196919122.739999,279787.94
North Carolina,Other,3,Other,2018,229059946.16,3560867.13,229059946.16,3560867.13
New Hampshire,Fraud,4,Fraud,2019,665563062.760347,1690671.26,665563062.760347,1690671.26
Idaho,Fraud,4,Fraud,2021,1831379366.41022,5732661.28,1831379366.41022,5732661.28
New Jersey,Fraud,4,Fraud,2018,397093881.427538,8389962.31000004,397093881.427538,8389962.31000004
Wyoming,Fraud,1,Fraud,2021,1299670971.24025,2226447.15,1299670971.24025,2226447.15
Mississippi,Other,2,Other,2019,195488970.690001,723371.54,195488970.690001,723371.54
Massachusetts,Other,2,Other,2018,193419326.630001,1963852.55,193419326.630001,1963852.55
Maryland,Fraud,4,Fraud,2018,397093881.427538,5408363.59000004,397093881.427538,5408363.59000004
Indiana,Other,2,Other,2020,280093545.500005,2342369.2,280093545.500005,2342369.2
California,Other,3,Other,2018,229059946.16,25743332.99,229059946.16,25743332.99
Wisconsin,Fraud,3,Fraud,2020,890919586.840231,8577937.86000009,890919586.840231,8577937.86000009
Rhode Island,IDT,2,Identity Theft,2018,0,0,0,0
District of Columbia,Other,3,Other,2019,282964798.270002,734011.41,282964798.270002,734011.41
Maine,Fraud,1,Fraud,2019,508677995.648923,627204.99,508677995.648923,627204.99
Massachusetts,Fraud,2,Fraud,2021,1363092689.48017,19619673.25,1363092689.48017,19619673.25
Florida,Other,3,Other,2018,229059946.16,15441352.81,229059946.16,15441352.81
Delaware,Fraud,2,Fraud,2021,1363092689.48017,2818573.64,1363092689.48017,2818573.64
Maine,Other,3,Other,2018,229059946.16,506617.25,229059946.16,506617.25
Maryland,Other,2,Other,2019,195488970.690001,5342595.26000001,195488970.690001,5342595.26000001
Kentucky,Other,1,Other,2020,273618221.910002,2730654.67,273618221.910002,2730654.67
Hawaii,Other,4,Other,2018,198059364.600001,700863.05,198059364.600001,700863.05
Kentucky,Fraud,2,Fraud,2020,819552937.990118,5319766.04000002,819552937.990118,5319766.04000002
New York,Fraud,3,Fraud,2018,434213799.69002,20074433.2799999,434213799.69002,20074433.2799999
North Carolina,Other,1,Other,2019,196919122.739999,4204111.57,196919122.739999,4204111.57
Texas,Fraud,2,Fraud,2018,436359324.65002,24486067.1599998,436359324.65002,24486067.1599998
Arkansas,Other,3,Other,2019,282964798.270002,814955.26,282964798.270002,814955.26
Vermont,Other,3,Other,2020,332376597.910007,226210.02,332376597.910007,226210.02
South Dakota,Other,1,Other,2019,196919122.739999,754416.29,196919122.739999,754416.29
District of Columbia,Fraud,3,Fraud,2019,665445943.337642,1160998.69,665445943.337642,1160998.69
California,Fraud,1,Fraud,2021,1299670971.24025,164685730.279999,1299670971.24025,164685730.279999
North Dakota,Other,2,Other,2021,193273318.52,67041.71,193273318.52,67041.71
Missouri,Other,1,Other,2019,196919122.739999,2427642.63,196919122.739999,2427642.63
Rhode Island,Other,1,Other,2022,211915621.62,494198.36,211915621.62,494198.36
Oregon,Fraud,1,Fraud,2019,508677995.648923,4272141.04000001,508677995.648923,4272141.04000001
Illinois,Other,4,Other,2021,198243503.149999,3774692.6,198243503.149999,3774692.6
Alabama,Fraud,2,Fraud,2020,819552937.990118,7863734.06000004,819552937.990118,7863734.06000004
Montana,Other,2,Other,2018,193419326.630001,218758.15,193419326.630001,218758.15
Pennsylvania,Fraud,1,Fraud,2022,1691830157.70014,32805316.7799999,1691830157.70014,32805316.7799999
Nebraska,Other,4,Other,2020,330804770.270009,567626.94,330804770.270009,567626.94
Pennsylvania,IDT,1,Identity Theft,2020,0,0,0,0
Alaska,Other,1,Other,2018,122608613.55,321734.44,122608613.55,321734.44
Minnesota,IDT,2,Identity Theft,2020,0,0,0,0
Missouri,Other,4,Other,2018,198059364.600001,2323587.18,198059364.600001,2323587.18
New York,Other,3,Other,2021,196990073.340001,6557982.56,196990073.340001,6557982.56
New Hampshire,Fraud,3,Fraud,2021,1605525076.80025,2251341.76,1605525076.80025,2251341.76
Nebraska,Fraud,4,Fraud,2020,1003279528.43026,3846127.2,1003279528.43026,3846127.2
Connecticut,Other,4,Other,2019,295265401.890004,2651248.85,295265401.890004,2651248.85
Oregon,Other,4,Other,2019,295265401.890004,1392603.16,295265401.890004,1392603.16
Idaho,Fraud,4,Fraud,2019,665563062.760347,2482705.25,665563062.760347,2482705.25
Oklahoma,Fraud,3,Fraud,2020,890919586.840231,4251473.11000001,890919586.840231,4251473.11000001
Montana,Fraud,3,Fraud,2018,434213799.69002,543772.6,434213799.69002,543772.6
Louisiana,Fraud,1,Fraud,2020,731467189.080063,4154775.28000001,731467189.080063,4154775.28000001
West Virginia,Fraud,2,Fraud,2019,602374374.655126,3509055.06,602374374.655126,3509055.06
Kentucky,Other,2,Other,2021,193273318.52,1193716.39,193273318.52,1193716.39
Connecticut,Fraud,3,Fraud,2018,434213799.69002,2455676.09,434213799.69002,2455676.09
Tennessee,Fraud,3,Fraud,2018,434213799.69002,5301608.95000001,434213799.69002,5301608.95000001
Michigan,Fraud,3,Fraud,2021,1605525076.80025,25557410.6199999,1605525076.80025,25557410.6199999
Alabama,Fraud,3,Fraud,2018,434213799.69002,2616018,434213799.69002,2616018
Colorado,Other,4,Other,2020,330804770.270009,6264353.67000001,330804770.270009,6264353.67000001
Minnesota,Other,2,Other,2021,193273318.52,1189504.4,193273318.52,1189504.4
Indiana,IDT,1,Identity Theft,2021,0,0,0,0
North Carolina,IDT,3,Identity Theft,2020,0,0,0,0
Rhode Island,Other,1,Other,2021,279256627.530002,422842.57,279256627.530002,422842.57
Colorado,Other,4,Other,2020,330804770.270009,6264353.67000001,330804770.270009,6264353.67000001
Montana,Fraud,4,Fraud,2018,397093881.427538,820933.36,397093881.427538,820933.36
Massachusetts,Other,3,Other,2020,332376597.910007,5121938.77000001,332376597.910007,5121938.77000001
Louisiana,Fraud,3,Fraud,2018,434213799.69002,4006622.72000001,434213799.69002,4006622.72000001
New York,Fraud,4,Fraud,2021,1831379366.41022,95979314.8399996,1831379366.41022,95979314.8399996
Maine,Other,1,Other,2019,196919122.739999,205691.89,196919122.739999,205691.89
Oregon,Fraud,4,Fraud,2021,1831379366.41022,19974161.89,1831379366.41022,19974161.89
Virginia,Fraud,4,Fraud,2018,397093881.427538,6894577.36000006,397093881.427538,6894577.36000006
Minnesota,Other,1,Other,2018,122608613.55,677170.83,122608613.55,677170.83
Wisconsin,IDT,1,Identity Theft,2019,0,0,0,0
New Mexico,Other,4,Other,2019,295265401.890004,1027670.49,295265401.890004,1027670.49
Wyoming,Fraud,4,Fraud,2019,665563062.760347,1469429.93,665563062.760347,1469429.93
Delaware,Fraud,1,Fraud,2020,731467189.080063,2710336.89,731467189.080063,2710336.89
New Hampshire,Other,4,Other,2018,198059364.600001,458587.84,198059364.600001,458587.84
Indiana,Fraud,1,Fraud,2022,1691830157.70014,12950606.21,1691830157.70014,12950606.21
Florida,Other,1,Other,2018,122608613.55,9680373.38,122608613.55,9680373.38
North Dakota,Other,4,Other,2019,295265401.890004,100096.94,295265401.890004,100096.94
New York,Fraud,1,Fraud,2020,731467189.080063,33400657.7999997,731467189.080063,33400657.7999997
Florida,IDT,2,Identity Theft,2018,0,0,0,0
Texas,Fraud,1,Fraud,2018,348224707.170025,19289970.3699998,348224707.170025,19289970.3699998
Mississippi,Other,3,Other,2018,229059946.16,1694564.33,229059946.16,1694564.33
Missouri,Fraud,4,Fraud,2018,397093881.427538,5078065.72000004,397093881.427538,5078065.72000004
Nevada,Other,4,Other,2021,198243503.149999,1300028.96,198243503.149999,1300028.96
Delaware,Fraud,1,Fraud,2020,731467189.080063,2710336.89,731467189.080063,2710336.89
New York,Other,1,Other,2020,273618221.910002,12156381.55,273618221.910002,12156381.55
Indiana,Fraud,3,Fraud,2020,890919586.840231,8557687.11000006,890919586.840231,8557687.11000006
Pennsylvania,Other,1,Other,2022,211915621.62,5934435.43,211915621.62,5934435.43
Arizona,Fraud,3,Fraud,2019,665445943.337642,11637779.19,665445943.337642,11637779.19
Alabama,Other,3,Other,2018,229059946.16,1709640.31,229059946.16,1709640.31
Hawaii,Fraud,1,Fraud,2020,731467189.080063,4076668.16,731467189.080063,4076668.16
Nevada,Fraud,2,Fraud,2021,1363092689.48017,16173283.21,1363092689.48017,16173283.21
Pennsylvania,Other,4,Other,2019,295265401.890004,5998323.92000001,295265401.890004,5998323.92000001
Maine,Other,1,Other,2019,196919122.739999,205691.89,196919122.739999,205691.89
Minnesota,Other,3,Other,2021,196990073.340001,1745945.29,196990073.340001,1745945.29
West Virginia,Fraud,2,Fraud,2019,602374374.655126,3509055.06,602374374.655126,3509055.06
North Dakota,Other,1,Other,2018,122608613.55,123738.52,122608613.55,123738.52
Iowa,Other,4,Other,2021,198243503.149999,535476.54,198243503.149999,535476.54
Delaware,Fraud,1,Fraud,2022,1691830157.70014,3659211,1691830157.70014,3659211
Wyoming,Fraud,2,Fraud,2020,819552937.990118,1542715.59,819552937.990118,1542715.59
Idaho,Fraud,3,Fraud,2018,434213799.69002,2595830.9,434213799.69002,2595830.9
Rhode Island,Fraud,1,Fraud,2021,1299670971.24025,3778774.36,1299670971.24025,3778774.36
Illinois,IDT,2,Identity Theft,2018,0,0,0,0
New Hampshire,Fraud,3,Fraud,2019,665445943.337642,2176080.25,665445943.337642,2176080.25
Delaware,Fraud,1,Fraud,2020,731467189.080063,2710336.89,731467189.080063,2710336.89
Florida,Fraud,4,Fraud,2021,1831379366.41022,102628274.19,1831379366.41022,102628274.19
South Dakota,Fraud,1,Fraud,2018,348224707.170025,957134.94,348224707.170025,957134.94
Minnesota,IDT,4,Identity Theft,2019,0,0,0,0
West Virginia,Other,1,Other,2019,196919122.739999,228571.33,196919122.739999,228571.33
Montana,Other,3,Other,2018,229059946.16,290031.66,229059946.16,290031.66
Texas,Other,4,Other,2018,198059364.600001,23729536.64,198059364.600001,23729536.64
South Dakota,Fraud,1,Fraud,2018,348224707.170025,957134.94,348224707.170025,957134.94
Maryland,Fraud,4,Fraud,2018,397093881.427538,5408363.59000004,397093881.427538,5408363.59000004
Georgia,Other,4,Other,2018,198059364.600001,5994962.28000001,198059364.600001,5994962.28000001
Maine,Other,4,Other,2020,330804770.270009,390797.14,330804770.270009,390797.14
Minnesota,Fraud,3,Fraud,2019,665445943.337642,9540579.34000004,665445943.337642,9540579.34000004
Tennessee,Fraud,2,Fraud,2019,602374374.655126,5450545.57000001,602374374.655126,5450545.57000001
New Hampshire,Fraud,3,Fraud,2021,1605525076.80025,2251341.76,1605525076.80025,2251341.76
Wyoming,Other,2,Other,2019,195488970.690001,85555.31,195488970.690001,85555.31
South Dakota,Other,1,Other,2018,122608613.55,13017.99,122608613.55,13017.99
Rhode Island,Fraud,4,Fraud,2020,1003279528.43026,1405782.14,1003279528.43026,1405782.14
New Jersey,Fraud,4,Fraud,2019,665563062.760347,14383493.38,665563062.760347,14383493.38
Indiana,Fraud,4,Fraud,2021,1831379366.41022,11757700.71,1831379366.41022,11757700.71
South Dakota,Fraud,2,Fraud,2019,602374374.655126,608143.12,602374374.655126,608143.12
Illinois,Other,1,Other,2020,273618221.910002,7997052.96000002,273618221.910002,7997052.96000002
New Mexico,Fraud,1,Fraud,2021,1299670971.24025,3929826.99,1299670971.24025,3929826.99
New Jersey,Fraud,2,Fraud,2018,436359324.65002,9706296.12000003,436359324.65002,9706296.12000003
Kentucky,Fraud,1,Fraud,2021,1299670971.24025,5744704.40000001,1299670971.24025,5744704.40000001
Oregon,Fraud,4,Fraud,2021,1831379366.41022,19974161.89,1831379366.41022,19974161.89
Massachusetts,Other,1,Other,2019,196919122.739999,3285475.14,196919122.739999,3285475.14
Virginia,Fraud,4,Fraud,2019,665563062.760347,13607647.11,665563062.760347,13607647.11
Wisconsin,Other,3,Other,2020,332376597.910007,3068554.87,332376597.910007,3068554.87
South Dakota,Fraud,3,Fraud,2018,434213799.69002,302804.68,434213799.69002,302804.68
Nebraska,Fraud,1,Fraud,2021,1299670971.24025,3806411.39,1299670971.24025,3806411.39
Ohio,Fraud,2,Fraud,2020,819552937.990118,17157777.4000001,819552937.990118,17157777.4000001
West Virginia,Other,1,Other,2022,211915621.62,595231.67,211915621.62,595231.67
Vermont,Fraud,2,Fraud,2018,436359324.65002,781836.24,436359324.65002,781836.24
Idaho,Fraud,1,Fraud,2022,1691830157.70014,4795168.53,1691830157.70014,4795168.53
Nebraska,Other,2,Other,2018,193419326.630001,643313.18,193419326.630001,643313.18
New Mexico,Other,3,Other,2019,282964798.270002,1421644.96,282964798.270002,1421644.96
Indiana,Other,4,Other,2020,330804770.270009,3525172.08,330804770.270009,3525172.08
Florida,Fraud,1,Fraud,2018,348224707.170025,17206282.07,348224707.170025,17206282.07
Illinois,Other,3,Other,2021,196990073.340001,3469074,196990073.340001,3469074
South Dakota,Fraud,4,Fraud,2019,665563062.760347,337764.95,665563062.760347,337764.95
Pennsylvania,Other,2,Other,2020,280093545.500005,7314470.38000002,280093545.500005,7314470.38000002
Minnesota,Other,1,Other,2020,273618221.910002,5121033.70000001,273618221.910002,5121033.70000001
Alabama,Fraud,1,Fraud,2022,1691830157.70014,12820986.35,1691830157.70014,12820986.35
Massachusetts,Other,3,Other,2019,282964798.270002,3303390.36,282964798.270002,3303390.36
California,Other,4,Other,2021,198243503.149999,22684091.2,198243503.149999,22684091.2
Wyoming,Fraud,1,Fraud,2019,508677995.648923,407402.5,508677995.648923,407402.5
Nevada,Fraud,3,Fraud,2019,665445943.337642,6075783.81000001,665445943.337642,6075783.81000001
Texas,Fraud,2,Fraud,2019,602374374.655126,37203631.2699998,602374374.655126,37203631.2699998
Florida,Other,2,Other,2018,193419326.630001,13684614.78,193419326.630001,13684614.78
Texas,Fraud,2,Fraud,2021,1363092689.48017,91325647.9499995,1363092689.48017,91325647.9499995
Missouri,Fraud,1,Fraud,2018,348224707.170025,3747110.04000001,348224707.170025,3747110.04000001
Vermont,Fraud,3,Fraud,2018,434213799.69002,282630.29,434213799.69002,282630.29
Alabama,Other,3,Other,2021,196990073.340001,3784553.06,196990073.340001,3784553.06
Ohio,Fraud,3,Fraud,2021,1605525076.80025,20262908.3999999,1605525076.80025,20262908.3999999
Puerto Rico,Fraud,3,Fraud,2018,434213799.69002,927971.51,434213799.69002,927971.51
West Virginia,Other,3,Other,2018,229059946.16,971580.44,229059946.16,971580.44
Arkansas,Fraud,4,Fraud,2020,1003279528.43026,4572689.42000001,1003279528.43026,4572689.42000001
Texas,Fraud,2,Fraud,2018,436359324.65002,24486067.1599998,436359324.65002,24486067.1599998
California,Fraud,4,Fraud,2021,1831379366.41022,273236594.829999,1831379366.41022,273236594.829999
Nevada,Other,4,Other,2019,295265401.890004,2370553.48,295265401.890004,2370553.48
Massachusetts,Fraud,4,Fraud,2020,1003279528.43026,10516015.18,1003279528.43026,10516015.18
Alaska,Other,3,Other,2019,282964798.270002,169617.24,282964798.270002,169617.24
North Carolina,Other,1,Other,2020,273618221.910002,6590020.97000002,273618221.910002,6590020.97000002
Kentucky,Other,3,Other,2018,229059946.16,1639230.9,229059946.16,1639230.9
West Virginia,Fraud,1,Fraud,2018,348224707.170025,920655.53,348224707.170025,920655.53
Tennessee,Other,1,Other,2019,196919122.739999,3474500.12,196919122.739999,3474500.12
South Carolina,Other,2,Other,2019,195488970.690001,1847699.16,195488970.690001,1847699.16
North Dakota,Fraud,1,Fraud,2022,1691830157.70014,1246832.64,1691830157.70014,1246832.64
Ohio,Other,2,Other,2020,280093545.500005,7537870.61000002,280093545.500005,7537870.61000002
Ohio,Fraud,2,Fraud,2021,1363092689.48017,21509010.6,1363092689.48017,21509010.6
Kansas,Fraud,1,Fraud,2021,1299670971.24025,5358677.24000001,1299670971.24025,5358677.24000001
Arkansas,Other,1,Other,2019,196919122.739999,728674.7,196919122.739999,728674.7
Missouri,Other,2,Other,2019,195488970.690001,2213144.11,195488970.690001,2213144.11
Ohio,Fraud,4,Fraud,2019,665563062.760347,9861361.95000007,665563062.760347,9861361.95000007
Iowa,Other,2,Other,2018,193419326.630001,1317522.3,193419326.630001,1317522.3
Wyoming,Fraud,3,Fraud,2018,434213799.69002,360992.83,434213799.69002,360992.83
Wisconsin,Fraud,2,Fraud,2018,436359324.65002,2566369.71000001,436359324.65002,2566369.71000001
Iowa,Other,2,Other,2019,195488970.690001,244618.57,195488970.690001,244618.57
Missouri,Other,2,Other,2019,195488970.690001,2213144.11,195488970.690001,2213144.11
Vermont,Fraud,4,Fraud,2019,665563062.760347,1583973.57,665563062.760347,1583973.57
Kansas,Fraud,1,Fraud,2019,508677995.648923,1663400.31,508677995.648923,1663400.31
Washington,Other,3,Other,2018,229059946.16,5031780.11,229059946.16,5031780.11
California,Fraud,4,Fraud,2020,1003279528.43026,121246116.049999,1003279528.43026,121246116.049999
Mississippi,Fraud,4,Fraud,2019,665563062.760347,2654546.54,665563062.760347,2654546.54
Hawaii,Fraud,4,Fraud,2019,665563062.760347,1951444.45,665563062.760347,1951444.45
Colorado,Other,2,Other,2018,193419326.630001,5865959.48000001,193419326.630001,5865959.48000001
