State Name,Quarter,Year,Fixed State F&O,Reports per 100K-F&O together,State Pop,State Total Reports Quarter
Nebraska,4,2019,2332,120.553678438,1934408,0
Texas,1,2019,42797,147.596825908,28995881,42797
Ohio,1,2022,21749,186.062228914,11689100,21749
Delaware,1,2020,2359,242.255823793,973764,2359
Florida,1,2020,52852,246.078066791,21477737,52852
Puerto Rico,1,2019,786,24.610999050,3193694,786
Virginia,2,2021,24108,282.443282008,8535519,0
New Jersey,3,2019,17556,197.653956963,8882190,17556
Minnesota,3,2019,8899,157.793983721,5639632,8899
Alabama,4,2020,12498,254.895542387,4903185,12498
Oregon,3,2020,9695,229.862601675,4217737,9695
Ohio,4,2020,25732,220.136708558,11689100,25732
Mississippi,2,2020,5091,171.059983892,2976149,5091
South Carolina,2,2021,15849,307.824439268,5148714,15849
Ohio,3,2021,29717,254.228298158,11689100,29717
Connecticut,3,2020,8019,224.918779330,3565287,8019
Oregon,4,2020,10077,238.919591241,4217737,10077
Texas,4,2021,64965,224.049064072,28995881,64965
Texas,1,2022,61721,212.861268123,28995881,61721
Arizona,3,2020,19028,261.419698004,7278717,19028
New Jersey,4,2021,20995,236.371885762,8882190,20995
South Dakota,4,2018,838,94.725764391,884659,838
New Jersey,2,2018,15068,169.642847091,8882190,15068
Arkansas,4,2018,4284,141.957529382,3017804,4284
Pennsylvania,4,2018,19324,150.945294516,12801989,19324
Washington,3,2021,19394,254.685128209,7614893,0
Maryland,2,2019,13599,224.937476016,6045680,13599
New Mexico,1,2021,5581,266.163812118,2096829,5581
Florida,1,2019,44731,208.266820662,21477737,44731
New Jersey,3,2021,25613,288.363567994,8882190,0
Louisiana,3,2018,7656,164.687873887,4648794,7656
Pennsylvania,2,2019,23944,187.033436757,12801989,23944
Puerto Rico,2,2018,789,24.704934161,3193694,789
Indiana,1,2019,9408,139.745899532,6732219,9408
Wyoming,1,2020,783,135.289472820,578759,783
Massachusetts,4,2018,8914,129.328924485,6892503,8914
Oregon,1,2018,6387,151.431917163,4217737,6387
Virginia,1,2022,19714,230.964279969,8535519,19714
Kansas,4,2019,3960,135.927675493,2913314,3960
West Virginia,2,2021,3670,204.782308594,1792147,0
Colorado,3,2021,16392,284.645797272,5758736,16392
Iowa,2,2021,5185,164.338667605,3155070,5185
Massachusetts,1,2022,13697,198.723163414,6892503,13697
Michigan,2,2019,17336,173.588146901,9986857,17336
Mississippi,3,2021,7614,255.833965302,2976149,7614
Illinois,2,2018,19834,156.520519032,12671821,19834
West Virginia,4,2021,3047,170.019535228,1792147,3047
Virginia,4,2020,22348,261.823563394,8535519,22348
Michigan,2,2021,23109,231.394121294,9986857,0
Wisconsin,3,2021,12144,208.572566044,5822434,12144
Florida,4,2019,47451,220.931097164,21477737,47451
Hawaii,1,2020,2009,141.891357411,1415872,2009
Vermont,3,2018,720,115.386649444,623989,720
Indiana,4,2020,13998,207.925499750,6732219,13998
Mississippi,3,2020,6200,208.322903188,2976149,6200
Wisconsin,4,2021,9738,167.249641645,5822434,9738
Alaska,3,2021,1735,237.169278718,731545,1735
Wisconsin,2,2021,12068,207.267270011,5822434,12068
Alabama,1,2021,16281,332.049473964,4903185,16281
New Mexico,1,2021,5581,266.163812118,2096829,5581
South Carolina,4,2021,12031,233.669999926,5148714,12031
District of Columbia,2,2021,3035,430.039574976,705749,3035
Puerto Rico,1,2021,2663,83.383066756,3193694,2663
New Jersey,2,2018,15068,169.642847091,8882190,15068
District of Columbia,4,2018,2062,292.171862801,705749,2062
Massachusetts,1,2022,13697,198.723163414,6892503,13697
Ohio,2,2021,30589,261.688239471,11689100,30589
North Carolina,3,2018,18639,177.715967950,10488084,18639
Connecticut,4,2021,6685,187.502436690,3565287,6685
Massachusetts,1,2019,10069,146.086262131,6892503,10069
Ohio,1,2018,19523,167.018846618,11689100,19523
Delaware,1,2020,2359,242.255823793,973764,2359
Maryland,2,2018,12039,199.133927036,6045680,12039
Illinois,2,2020,26793,211.437645781,12671821,26793
Wisconsin,3,2020,11655,200.174016571,5822434,11655
Wyoming,3,2021,1067,184.359984035,578759,1067
Georgia,2,2019,25092,236.328532828,10617423,25092
Utah,2,2019,5078,158.392592791,3205958,5078
Iowa,1,2020,3667,116.225630493,3155070,3667
Michigan,4,2020,20634,206.611549560,9986857,20634
Washington,3,2021,19394,254.685128209,7614893,19394
California,4,2019,57555,145.663786115,39512223,57555
Arizona,1,2022,14821,203.621050248,7278717,14821
New Jersey,1,2019,14368,161.761907818,8882190,14368
Virginia,4,2021,20058,234.994497698,8535519,20058
Wisconsin,1,2019,8366,143.685613268,5822434,8366
Michigan,4,2019,14388,144.069350347,9986857,14388
Michigan,2,2021,23109,231.394121294,9986857,23109
Kentucky,1,2018,6260,140.117685426,4467673,6260
Arkansas,2,2019,4560,151.103252564,3017804,4560
Vermont,2,2020,1189,190.548230818,623989,1189
California,2,2019,81249,205.630040102,39512223,81249
Hawaii,2,2019,2146,151.567373322,1415872,2146
Nevada,2,2020,9484,307.906482659,3080156,9484
South Dakota,3,2020,1095,123.776505976,884659,1095
Nebraska,1,2022,2709,140.042845150,1934408,2709
South Carolina,3,2019,10348,200.982225853,5148714,10348
Georgia,1,2019,21230,199.954358040,10617423,21230
Rhode Island,1,2022,1977,186.621935299,1059361,1977
Connecticut,2,2021,8741,245.169603457,3565287,8741
Puerto Rico,1,2020,1002,31.374327033,3193694,1002
Nevada,1,2018,6466,209.924432399,3080156,6466
Idaho,2,2018,2551,142.748025394,1787065,0
Maryland,2,2018,12039,199.133927036,6045680,12039
Michigan,1,2020,15463,154.833497666,9986857,15463
Alabama,1,2022,11115,226.689386593,4903185,11115
Hawaii,3,2019,2217,156.581950911,1415872,2217
Arizona,2,2019,14589,200.433675330,7278717,14589
Virginia,1,2021,28022,328.298724424,8535519,28022
Vermont,2,2019,902,144.553830276,623989,902
Puerto Rico,3,2019,1124,35.194354876,3193694,1124
Georgia,1,2018,24945,234.944016076,10617423,24945
Nevada,2,2021,11581,375.987449986,3080156,11581
Wisconsin,4,2021,9738,167.249641645,5822434,9738
West Virginia,3,2021,3665,204.503313623,1792147,3665
Rhode Island,1,2019,1385,130.739190890,1059361,1385
Georgia,2,2020,30679,288.949587861,10617423,30679
West Virginia,4,2020,3261,181.960519980,1792147,3261
Nebraska,2,2018,2314,119.623161195,1934408,2314
New Hampshire,1,2018,1930,141.941927365,1359711,1930
Ohio,2,2018,19696,168.498857910,11689100,19696
Colorado,1,2018,10464,181.706541158,5758736,10464
Oregon,2,2018,6656,157.809744894,4217737,6656
North Carolina,4,2018,17600,167.809487414,10488084,17600
New York,2,2020,44350,227.978826087,19453561,44350
South Carolina,3,2021,16415,318.817475587,5148714,16415
West Virginia,3,2018,3076,171.637706059,1792147,3076
Oregon,4,2021,8255,195.721070328,4217737,8255
Ohio,3,2018,20154,172.417038095,11689100,20154
Arizona,4,2021,15537,213.457948702,7278717,15537
Hawaii,1,2020,2009,141.891357411,1415872,2009
Pennsylvania,2,2020,29163,227.800539432,12801989,29163
Maryland,3,2020,19005,314.356697675,6045680,19005
Maine,4,2018,1780,132.419588577,1344212,1780
Connecticut,3,2020,8019,224.918779330,3565287,0
Arizona,3,2020,19028,261.419698004,7278717,19028
Tennessee,2,2018,12486,182.833238690,6829174,12486
Delaware,1,2019,1900,195.119145912,973764,1900
Maryland,3,2019,13890,229.750830345,6045680,13890
Connecticut,2,2020,7840,219.898145647,3565287,7840
Alabama,2,2018,9435,192.425943545,4903185,9435
Minnesota,4,2019,7924,140.505621643,5639632,7924
Mississippi,4,2020,5768,193.807500901,2976149,5768
Montana,2,2018,1662,155.504697889,1068778,0
Maine,3,2020,2382,177.204191006,1344212,0
Wisconsin,4,2018,7909,135.836662124,5822434,7909
Connecticut,3,2019,6249,175.273407162,3565287,6249
Idaho,3,2018,2593,145.098247685,1787065,2593
Oregon,1,2018,6387,151.431917163,4217737,6387
South Carolina,1,2019,8407,163.283491761,5148714,8407
Indiana,4,2020,13998,207.925499750,6732219,13998
California,2,2018,68491,173.341297451,39512223,68491
Minnesota,3,2018,8125,144.069683979,5639632,8125
Kansas,2,2018,4481,153.811089364,2913314,4481
Minnesota,3,2018,8125,144.069683979,5639632,8125
Illinois,4,2018,18460,145.677562838,12671821,18460
Nevada,4,2018,6168,200.249597748,3080156,6168
Oklahoma,1,2019,4869,123.048665254,3956971,4869
North Dakota,4,2020,1113,146.051108702,762062,1113
Iowa,2,2021,5185,164.338667605,3155070,5185
Kansas,4,2020,8220,282.152902159,2913314,8220
Florida,4,2021,63266,294.565484250,21477737,63266
Alaska,3,2021,1735,237.169278718,731545,1735
North Dakota,2,2019,900,118.100626983,762062,900
Connecticut,2,2021,8741,245.169603457,3565287,8741
Arizona,4,2019,11747,161.388332587,7278717,11747
Ohio,4,2019,18599,159.114046419,11689100,18599
New Jersey,3,2020,22338,251.492030682,8882190,22338
Hawaii,1,2018,1648,116.394702346,1415872,1648
Minnesota,4,2021,9218,163.450381160,5639632,9218
North Carolina,2,2021,29180,278.220502429,10488084,29180
Illinois,2,2018,19834,156.520519032,12671821,19834
Massachusetts,3,2020,15198,220.500448096,6892503,15198
Idaho,1,2022,2866,160.374692583,1787065,2866
Delaware,1,2020,2359,242.255823793,973764,2359
Kansas,1,2018,4099,140.698874203,2913314,4099
Connecticut,3,2018,5676,159.201769731,3565287,5676
Wyoming,2,2020,953,164.662666153,578759,953
Maryland,2,2019,13599,224.937476016,6045680,13599
South Dakota,2,2018,841,95.064878106,884659,841
Wisconsin,4,2018,7909,135.836662124,5822434,7909
New Mexico,4,2021,3735,178.126113288,2096829,3735
Missouri,1,2020,10751,175.171097730,6137428,10751
North Dakota,3,2020,997,130.829250114,762062,997
Kentucky,4,2020,8235,184.324143687,4467673,8235
Illinois,2,2021,34570,272.810040483,12671821,34570
Colorado,4,2020,14701,255.281714598,5758736,14701
Connecticut,4,2019,5721,160.463940210,3565287,5721
Connecticut,1,2021,9418,264.158257105,3565287,9418
New York,2,2020,44350,227.978826087,19453561,44350
Alabama,2,2018,9435,192.425943545,4903185,9435
Kansas,4,2019,3960,135.927675493,2913314,3960
South Dakota,3,2019,937,105.916516986,884659,937
Montana,2,2018,1662,155.504697889,1068778,1662
New Hampshire,2,2020,2742,201.660499915,1359711,2742
Colorado,1,2022,13566,235.572528416,5758736,13566
Oklahoma,2,2021,8264,208.846615252,3956971,8264
Pennsylvania,3,2018,21004,164.068255331,12801989,0
Nevada,1,2021,11896,386.214204735,3080156,11896
Idaho,1,2018,2566,143.587390498,1787065,2566
Texas,1,2019,42797,147.596825908,28995881,42797
Wisconsin,4,2019,8130,139.632325588,5822434,8130
California,3,2018,69265,175.300184958,39512223,69265
Massachusetts,2,2020,13532,196.329258036,6892503,13532
Michigan,1,2022,19270,192.953598915,9986857,19270
Florida,4,2021,63266,294.565484250,21477737,63266
New Hampshire,4,2019,2029,149.222886334,1359711,2029
Colorado,2,2020,14876,258.320575904,5758736,14876
Texas,1,2019,42797,147.596825908,28995881,42797
Arkansas,4,2019,3986,132.082799281,3017804,3986
Florida,4,2019,47451,220.931097164,21477737,47451
New Jersey,1,2020,15413,173.527024304,8882190,15413
New Hampshire,1,2021,4088,300.652123870,1359711,4088
Arkansas,4,2018,4284,141.957529382,3017804,4284
New Jersey,4,2020,24228,272.770566718,8882190,24228
California,4,2018,59360,150.231992768,39512223,59360
Michigan,3,2020,20907,209.345142321,9986857,20907
Alaska,2,2021,2810,384.118543630,731545,2810
Louisiana,3,2020,10529,226.488848506,4648794,10529
South Carolina,3,2021,16415,318.817475587,5148714,16415
California,1,2019,59408,150.353474164,39512223,59408
Maryland,2,2021,22454,371.405697953,6045680,22454
New Mexico,3,2020,4611,219.903482831,2096829,4611
Montana,4,2018,1443,135.014006651,1068778,1443
Kansas,2,2019,4682,160.710448651,2913314,4682
Virginia,1,2020,16641,194.961782640,8535519,16641
New York,3,2019,35562,182.804577527,19453561,35562
Ohio,4,2019,18599,159.114046419,11689100,18599
Massachusetts,3,2019,10502,152.368450184,6892503,0
Utah,4,2021,5546,172.990413474,3205958,5546
Massachusetts,4,2021,13142,190.670936233,6892503,13142
District of Columbia,3,2018,2083,295.147424934,705749,2083
Tennessee,3,2019,13530,198.120592622,6829174,13530
Idaho,1,2020,2536,141.908660289,1787065,2536
Alaska,2,2019,1234,168.684086420,731545,1234
Louisiana,1,2018,6810,146.489605691,4648794,6810
Pennsylvania,4,2020,34873,272.402983630,12801989,34873
Nebraska,4,2020,3275,169.302442918,1934408,3275
Maine,3,2020,2382,177.204191006,1344212,2382
Delaware,3,2021,3594,369.083268636,973764,3594
Texas,4,2018,46567,160.598672618,28995881,46567
New Hampshire,3,2021,3025,222.473746259,1359711,3025
Oklahoma,3,2018,5345,135.078068553,3956971,5345
Texas,1,2018,54509,187.988769853,28995881,54509
New Hampshire,3,2021,3025,222.473746259,1359711,3025
Wisconsin,3,2020,11655,200.174016571,5822434,11655
District of Columbia,1,2019,1883,266.808737951,705749,1883
Idaho,3,2019,2981,166.809825048,1787065,2981
South Dakota,4,2018,838,94.725764391,884659,838
Oregon,3,2021,10503,249.019794264,4217737,10503
New Mexico,4,2018,3139,149.702240860,2096829,3139
Oregon,2,2019,9025,213.977305840,4217737,9025
Missouri,3,2021,15207,247.774800780,6137428,0
Virginia,2,2018,15092,176.814087111,8535519,0
Montana,2,2019,1733,162.147798701,1068778,1733
New York,3,2021,51881,266.691532722,19453561,51881
Massachusetts,4,2018,8914,129.328924485,6892503,8914
Nevada,1,2019,6301,204.567560864,3080156,6301
Mississippi,2,2021,7159,240.545752246,2976149,7159
Ohio,3,2021,29717,254.228298158,11689100,29717
Vermont,2,2021,1457,233.497705889,623989,1457
Illinois,1,2018,19232,151.769820612,12671821,19232
Maryland,1,2020,12652,209.273398526,6045680,12652
Florida,2,2021,80027,372.604432208,21477737,80027
Ohio,2,2018,19696,168.498857910,11689100,19696
Minnesota,2,2021,12147,215.386394006,5639632,12147
Minnesota,1,2020,8431,149.495569924,5639632,8431
Wyoming,1,2019,746,128.896483683,578759,746
Arkansas,4,2020,5325,176.452811382,3017804,5325
Alabama,3,2019,9359,190.875930645,4903185,9359
North Carolina,3,2018,18639,177.715967950,10488084,18639
Washington,1,2022,15095,198.229968563,7614893,15095
Nebraska,3,2021,3243,167.648190041,1934408,3243
Massachusetts,1,2022,13697,198.723163414,6892503,13697
Alabama,4,2020,12498,254.895542387,4903185,12498
Maryland,1,2020,12652,209.273398526,6045680,12652
New Mexico,4,2021,3735,178.126113288,2096829,3735
Missouri,4,2019,9904,161.370528502,6137428,9904
Indiana,3,2020,12587,186.966585609,6732219,12587
West Virginia,2,2020,3171,176.938610505,1792147,3171
Maine,3,2019,2000,148.786054581,1344212,2000
South Dakota,4,2019,770,87.039186851,884659,770
Massachusetts,2,2019,10511,152.499026841,6892503,10511
District of Columbia,4,2018,2062,292.171862801,705749,2062
New Jersey,4,2018,14455,162.741395985,8882190,14455
Nebraska,1,2022,2709,140.042845150,1934408,2709
South Carolina,2,2021,15849,307.824439268,5148714,15849
Texas,3,2019,53177,183.395013933,28995881,53177
Arkansas,3,2018,4407,146.033340800,3017804,4407
Nevada,4,2020,9672,314.010069620,3080156,9672
Illinois,1,2019,19138,151.028017204,12671821,19138
Indiana,1,2018,9199,136.641425361,6732219,9199
Maryland,1,2021,25158,416.131849519,6045680,25158
West Virginia,1,2019,2677,149.373907386,1792147,2677
Arizona,3,2019,17195,236.236688416,7278717,17195
Indiana,1,2020,9582,142.330485684,6732219,9582
Arizona,2,2021,20956,287.907882667,7278717,0
California,4,2018,59360,150.231992768,39512223,59360
South Dakota,1,2022,1098,124.115619691,884659,1098
West Virginia,2,2020,3171,176.938610505,1792147,3171
Tennessee,2,2020,15891,232.692855681,6829174,15891
Missouri,2,2020,12842,209.240743843,6137428,12842
Oklahoma,4,2018,4681,118.297556388,3956971,4681
Kentucky,1,2022,7485,167.536881056,4467673,7485
Georgia,4,2020,31130,293.197322929,10617423,0
Alaska,2,2018,1010,138.063960522,731545,1010
Missouri,3,2020,14546,237.004817002,6137428,14546
Hawaii,4,2020,2792,197.192966596,1415872,2792
Alabama,1,2019,7506,153.084168760,4903185,7506
Georgia,2,2019,25092,236.328532828,10617423,25092
Missouri,2,2021,15181,247.351170555,6137428,15181
New Hampshire,4,2021,2382,175.184285484,1359711,2382
Texas,3,2019,53177,183.395013933,28995881,53177
Michigan,3,2020,20907,209.345142321,9986857,20907
South Carolina,3,2018,9601,186.473748590,5148714,9601
South Carolina,2,2018,9660,187.619665804,5148714,9660
Puerto Rico,1,2020,1002,31.374327033,3193694,1002
Louisiana,1,2022,9836,211.581756473,4648794,9836
Arkansas,2,2018,3982,131.950252568,3017804,3982
Maryland,3,2021,22374,370.082439031,6045680,22374
Oregon,1,2020,7018,166.392546524,4217737,7018
Washington,3,2019,16154,212.136926940,7614893,16154
Arizona,3,2020,19028,261.419698004,7278717,19028
Rhode Island,3,2020,2284,215.601669308,1059361,2284
Rhode Island,3,2018,1744,164.627544340,1059361,1744
Nebraska,1,2021,4245,219.446983263,1934408,4245
North Carolina,3,2020,25738,245.402306084,10488084,25738
Wisconsin,4,2020,11480,197.168400707,5822434,11480
New York,3,2021,51881,266.691532722,19453561,51881
Connecticut,3,2018,5676,159.201769731,3565287,5676
Idaho,3,2018,2593,145.098247685,1787065,2593
Puerto Rico,1,2018,709,22.199997871,3193694,709
Virginia,4,2020,22348,261.823563394,8535519,22348
Colorado,4,2021,13668,237.343750434,5758736,13668
Pennsylvania,2,2021,38158,298.063058795,12801989,38158
Colorado,3,2020,14134,245.435803968,5758736,14134
Kansas,3,2019,4855,166.648703161,2913314,4855
New Mexico,3,2021,4724,225.292572737,2096829,4724
California,4,2018,59360,150.231992768,39512223,59360
Kansas,3,2020,5352,183.708312938,2913314,5352
Utah,3,2021,6702,209.048278237,3205958,6702
Ohio,1,2020,19696,168.498857910,11689100,19696
Pennsylvania,2,2021,38158,298.063058795,12801989,38158
Delaware,1,2021,3822,392.497566145,973764,3822
Maine,1,2020,1897,141.123572770,1344212,1897
West Virginia,3,2019,2846,158.803937400,1792147,2846
Colorado,1,2021,19795,343.738625976,5758736,19795
Washington,1,2022,15095,198.229968563,7614893,15095
Maine,1,2019,1750,130.187797758,1344212,1750
Rhode Island,4,2018,1525,143.954704770,1059361,1525
Kansas,4,2020,8220,282.152902159,2913314,8220
Illinois,2,2019,22080,174.244885561,12671821,22080
Iowa,1,2018,3443,109.125946492,3155070,3443
New Hampshire,2,2021,3288,241.816091802,1359711,3288
Connecticut,4,2021,6685,187.502436690,3565287,6685
Puerto Rico,2,2021,2442,76.463180255,3193694,2442
Arizona,2,2021,20956,287.907882667,7278717,20956
Illinois,1,2020,20328,160.418932685,12671821,20328
Colorado,3,2018,10746,186.603449090,5758736,10746
South Carolina,2,2020,11468,222.735230584,5148714,11468
