State Name,Quarter,Report Type,State Median Year,Year,Fixed Overall Median Qtr,Fixed Overall Median Yr,Fixed State Median Qtr,Fixed State Median Yr,Overall Median Losses Qtr,Overall Median Losses Yr,State Median Quarterly
Minnesota,2,Identity Theft,0,2020,0,0,0,0,0,0,0
Missouri,4,Other,344.52,2018,400.08,460,309.5,344.52,400.08,460,309.5
New York,3,Other,530.66,2021,727,618.38,625,530.66,727,618.38,625
New Hampshire,3,Fraud,450,2021,500,500,400,450,500,500,400
Nebraska,4,Fraud,260,2020,328,304.99,265,260,328,304.99,265
Connecticut,4,Other,436,2019,492,476.66,338,436,492,476.66,338
Oregon,4,Other,400,2019,492,476.66,350,400,492,476.66,350
Idaho,4,Fraud,400,2019,335.88,394.99,300,400,335.88,394.99,300
Oklahoma,3,Fraud,259.49,2020,279,304.99,209.995,259.49,279,304.99,209.995
Montana,3,Fraud,398.5,2018,380,370,400,398.5,380,370,400
Louisiana,1,Fraud,300,2020,330.64,304.99,290.74,300,330.64,304.99,290.74
West Virginia,2,Fraud,347.78,2019,422.08,394.99,498.5,347.78,422.08,394.99,498.5
Kentucky,2,Other,500,2021,700,618.38,665.5,500,700,618.38,665.5
Connecticut,3,Fraud,301.75,2018,380,370,300,301.75,380,370,300
Tennessee,3,Fraud,318.5,2018,380,370,327.75,318.5,380,370,327.75
Michigan,3,Fraud,400,2021,500,500,375,400,500,500,375
Alabama,3,Fraud,311,2018,380,370,365,311,380,370,365
Colorado,4,Other,544.425,2020,500,487.89,600.305,544.425,500,487.89,600.305
Minnesota,2,Other,500,2021,700,618.38,420,500,700,618.38,420
Indiana,1,Identity Theft,0,2021,0,0,0,0,0,0,0
North Carolina,3,Identity Theft,0,2020,0,0,0,0,0,0,0
Rhode Island,1,Other,721.965,2021,535,618.38,500,721.965,535,618.38,500
Colorado,4,Other,544.425,2020,500,487.89,600.305,544.425,500,487.89,600.305
Montana,4,Fraud,398.5,2018,306.25,370,300,398.5,306.25,370,300
Massachusetts,3,Other,500,2020,490,487.89,500,500,490,487.89,500
Louisiana,3,Fraud,368.5,2018,380,370,389.495,368.5,380,370,389.495
New York,4,Fraud,500,2021,550,500,600,500,550,500,600
Maine,1,Other,338.81,2019,410.21,476.66,338.81,338.81,410.21,476.66,338.81
Oregon,4,Fraud,500,2021,550,500,600,500,550,500,600
Virginia,4,Fraud,350,2018,306.25,370,300,350,306.25,370,300
Minnesota,1,Other,381,2018,500,460,446.985,381,500,460,446.985
Wisconsin,1,Identity Theft,0,2019,0,0,0,0,0,0,0
New Mexico,4,Other,441.56,2019,492,476.66,450,441.56,492,476.66,450
Wyoming,4,Fraud,400,2019,335.88,394.99,225,400,335.88,394.99,225
Delaware,1,Fraud,399,2020,330.64,304.99,373.86,399,330.64,304.99,373.86
New Hampshire,4,Other,394.5,2018,400.08,460,330.64,394.5,400.08,460,330.64
Indiana,1,Fraud,480,2022,600,600,480,480,600,600,480
Florida,1,Other,466.81,2018,500,460,558.5,466.81,500,460,558.5
North Dakota,4,Other,322.9,2019,492,476.66,342.95,322.9,492,476.66,342.95
New York,1,Fraud,300,2020,330.64,304.99,325,300,330.64,304.99,325
Florida,2,Identity Theft,0,2018,0,0,0,0,0,0,0
Texas,1,Fraud,380,2018,404.565,370,400,380,404.565,370,400
Mississippi,3,Other,420,2018,460.27,460,490.095,420,460.27,460,490.095
Missouri,4,Fraud,300,2018,306.25,370,246.44,300,306.25,370,246.44
Nevada,4,Other,680,2021,700,618.38,582.295,680,700,618.38,582.295
Delaware,1,Fraud,399,2020,330.64,304.99,373.86,399,330.64,304.99,373.86
New York,1,Other,366.91,2020,495,487.89,393.6,366.91,495,487.89,393.6
Indiana,3,Fraud,235,2020,279,304.99,201.95,235,279,304.99,201.95
Pennsylvania,1,Other,897.59,2022,727.875,727.875,897.59,897.59,727.875,727.875,897.59
Arizona,3,Fraud,440,2019,400,394.99,410,440,400,394.99,410
Alabama,3,Other,377,2018,460.27,460,338.925,377,460.27,460,338.925
Hawaii,1,Fraud,356.02,2020,330.64,304.99,537.84,356.02,330.64,304.99,537.84
Nevada,2,Fraud,630.94,2021,507,500,600,630.94,507,500,600
Pennsylvania,4,Other,443.64,2019,492,476.66,450,443.64,492,476.66,450
Maine,1,Other,338.81,2019,410.21,476.66,338.81,338.81,410.21,476.66,338.81
Minnesota,3,Other,500,2021,727,618.38,600,500,727,618.38,600
West Virginia,2,Fraud,347.78,2019,422.08,394.99,498.5,347.78,422.08,394.99,498.5
North Dakota,1,Other,505.04,2018,500,460,199,505.04,500,460,199
Iowa,4,Other,480,2021,700,618.38,450,480,700,618.38,450
Delaware,1,Fraud,500,2022,600,600,500,500,600,600,500
Wyoming,2,Fraud,304,2020,325,304.99,285,304,325,304.99,285
Idaho,3,Fraud,400,2018,380,370,400,400,380,370,400
Rhode Island,1,Fraud,447,2021,402.995,500,312.975,447,402.995,500,312.975
Illinois,2,Identity Theft,0,2018,0,0,0,0,0,0,0
New Hampshire,3,Fraud,262.5,2019,400,394.99,270,262.5,400,394.99,270
Delaware,1,Fraud,399,2020,330.64,304.99,373.86,399,330.64,304.99,373.86
Florida,4,Fraud,535,2021,550,500,600,535,550,500,600
South Dakota,1,Fraud,411.5,2018,404.565,370,679.5,411.5,404.565,370,679.5
Minnesota,4,Identity Theft,0,2019,0,0,0,0,0,0,0
West Virginia,1,Other,294.34,2019,410.21,476.66,240.64,294.34,410.21,476.66,240.64
Montana,3,Other,425,2018,460.27,460,400,425,460.27,460,400
Texas,4,Other,500,2018,400.08,460,477.28,500,400.08,460,477.28
South Dakota,1,Fraud,411.5,2018,404.565,370,679.5,411.5,404.565,370,679.5
Maryland,4,Fraud,340,2018,306.25,370,309.99,340,306.25,370,309.99
Georgia,4,Other,458,2018,400.08,460,453.025,458,400.08,460,453.025
Maine,4,Other,318,2020,500,487.89,298.65,318,500,487.89,298.65
Minnesota,3,Fraud,380,2019,400,394.99,411.5,380,400,394.99,411.5
Tennessee,2,Fraud,313.5,2019,422.08,394.99,400,313.5,422.08,394.99,400
New Hampshire,3,Fraud,450,2021,500,500,400,450,500,500,400
Wyoming,2,Other,410,2019,499,476.66,425,410,499,476.66,425
South Dakota,1,Other,293.94,2018,500,460,414.5,293.94,500,460,414.5
Rhode Island,4,Fraud,224.5,2020,328,304.99,229.5,224.5,328,304.99,229.5
New Jersey,4,Fraud,389.06,2019,335.88,394.99,350,389.06,335.88,394.99,350
Indiana,4,Fraud,400,2021,550,500,421.25,400,550,500,421.25
South Dakota,2,Fraud,300,2019,422.08,394.99,310,300,422.08,394.99,310
Illinois,1,Other,500,2020,495,487.89,500,500,495,487.89,500
New Mexico,1,Fraud,500,2021,402.995,500,400,500,402.995,500,400
New Jersey,2,Fraud,354.18,2018,396,370,360,354.18,396,370,360
Kentucky,1,Fraud,352.81,2021,402.995,500,298,352.81,402.995,500,298
Oregon,4,Fraud,500,2021,550,500,600,500,550,500,600
Massachusetts,1,Other,500,2019,410.21,476.66,459,500,410.21,476.66,459
Virginia,4,Fraud,399.985,2019,335.88,394.99,340.5,399.985,335.88,394.99,340.5
Wisconsin,3,Other,344.01,2020,490,487.89,400,344.01,490,487.89,400
South Dakota,3,Fraud,411.5,2018,380,370,497.95,411.5,380,370,497.95
Nebraska,1,Fraud,450,2021,402.995,500,314.99,450,402.995,500,314.99
Ohio,2,Fraud,220,2020,325,304.99,250,220,325,304.99,250
West Virginia,1,Other,648,2022,727.875,727.875,648,648,727.875,727.875,648
Vermont,2,Fraud,330.495,2018,396,370,299.495,330.495,396,370,299.495
Idaho,1,Fraud,514.36,2022,600,600,514.36,514.36,600,600,514.36
Nebraska,2,Other,420,2018,499,460,420,420,499,460,420
New Mexico,3,Other,441.56,2019,500,476.66,389.15,441.56,500,476.66,389.15
Indiana,4,Other,423.72,2020,500,487.89,532,423.72,500,487.89,532
Florida,1,Fraud,395,2018,404.565,370,454,395,404.565,370,454
Illinois,3,Other,650.31,2021,727,618.38,776.87,650.31,727,618.38,776.87
South Dakota,4,Fraud,300,2019,335.88,394.99,264.95,300,335.88,394.99,264.95
Pennsylvania,2,Other,475,2020,431,487.89,375,475,431,487.89,375
Minnesota,1,Other,400,2020,495,487.89,416,400,495,487.89,416
Alabama,1,Fraud,500,2022,600,600,500,500,600,600,500
Massachusetts,3,Other,500,2019,500,476.66,599.98,500,500,476.66,599.98
California,4,Other,619.38,2021,700,618.38,700,619.38,700,618.38,700
Wyoming,1,Fraud,400,2019,375,394.99,500,400,375,394.99,500
Nevada,3,Fraud,500,2019,400,394.99,500,500,400,394.99,500
Texas,2,Fraud,408,2019,422.08,394.99,454.03,408,422.08,394.99,454.03
Florida,2,Other,466.81,2018,499,460,500,466.81,499,460,500
Texas,2,Fraud,500,2021,507,500,543.12,500,507,500,543.12
Missouri,1,Fraud,300,2018,404.565,370,353.42,300,404.565,370,353.42
Vermont,3,Fraud,330.495,2018,380,370,300,330.495,380,370,300
Alabama,3,Other,600,2021,727,618.38,737,600,727,618.38,737
Ohio,3,Fraud,375,2021,500,500,385.02,375,500,500,385.02
Puerto Rico,3,Fraud,358,2018,380,370,408,358,380,370,408
West Virginia,3,Other,330.68,2018,460.27,460,409,330.68,460.27,460,409
Arkansas,4,Fraud,286,2020,328,304.99,279,286,328,304.99,279
Texas,2,Fraud,380,2018,396,370,400,380,396,370,400
California,4,Fraud,610,2021,550,500,800,610,550,500,800
Nevada,4,Other,500,2019,492,476.66,500,500,492,476.66,500
Massachusetts,4,Fraud,271.5,2020,328,304.99,270,271.5,328,304.99,270
Alaska,3,Other,541.595,2019,500,476.66,855.62,541.595,500,476.66,855.62
North Carolina,1,Other,350,2020,495,487.89,323,350,495,487.89,323
Kentucky,3,Other,310,2018,460.27,460,300,310,460.27,460,300
West Virginia,1,Fraud,300,2018,404.565,370,490,300,404.565,370,490
Tennessee,1,Other,388,2019,410.21,476.66,379.5,388,410.21,476.66,379.5
South Carolina,2,Other,460.655,2019,499,476.66,460,460.655,499,476.66,460
North Dakota,1,Fraud,800,2022,600,600,800,800,600,600,800
Ohio,2,Other,400,2020,431,487.89,352.49,400,431,487.89,352.49
Ohio,2,Fraud,375,2021,507,500,499,375,507,500,499
Kansas,1,Fraud,429.98,2021,402.995,500,350,429.98,402.995,500,350
Arkansas,1,Other,350,2019,410.21,476.66,300,350,410.21,476.66,300
Missouri,2,Other,390.9,2019,499,476.66,400,390.9,499,476.66,400
Ohio,4,Fraud,299,2019,335.88,394.99,248.31,299,335.88,394.99,248.31
Iowa,2,Other,307,2018,499,460,399.99,307,499,460,399.99
Wyoming,3,Fraud,399.635,2018,380,370,409.745,399.635,380,370,409.745
Wisconsin,2,Fraud,299,2018,396,370,300,299,396,370,300
Iowa,2,Other,300,2019,499,476.66,351.49,300,499,476.66,351.49
Missouri,2,Other,390.9,2019,499,476.66,400,390.9,499,476.66,400
Vermont,4,Fraud,350,2019,335.88,394.99,199.35,350,335.88,394.99,199.35
Kansas,1,Fraud,329.485,2019,375,394.99,300,329.485,375,394.99,300
Washington,3,Other,471.42,2018,460.27,460,446.56,471.42,460.27,460,446.56
California,4,Fraud,400,2020,328,304.99,425,400,328,304.99,425
Mississippi,4,Fraud,315.25,2019,335.88,394.99,250,315.25,335.88,394.99,250
Hawaii,4,Fraud,500,2019,335.88,394.99,490,500,335.88,394.99,490
Colorado,2,Other,500,2018,499,460,501,500,499,460,501
North Dakota,4,Fraud,456,2021,550,500,550,456,550,500,550
Colorado,1,Fraud,350,2018,404.565,370,400,350,404.565,370,400
Vermont,2,Fraud,350,2019,422.08,394.99,350,350,422.08,394.99,350
New Jersey,4,Other,600,2021,700,618.38,836.5,600,700,618.38,836.5
Texas,3,Fraud,380,2018,380,370,399.99,380,380,370,399.99
Indiana,2,Fraud,319,2019,422.08,394.99,350,319,422.08,394.99,350
North Carolina,1,Other,350,2020,495,487.89,323,350,495,487.89,323
Puerto Rico,2,Other,409.5,2019,499,476.66,474.95,409.5,499,476.66,474.95
Kansas,3,Other,350,2018,460.27,460,318,350,460.27,460,318
South Carolina,3,Other,460.655,2019,500,476.66,409.8,460.655,500,476.66,409.8
Utah,3,Fraud,320.84,2020,279,304.99,250,320.84,279,304.99,250
Alabama,4,Fraud,260,2020,328,304.99,300,260,328,304.99,300
Wyoming,2,Other,537.145,2021,700,618.38,182.35,537.145,700,618.38,182.35
Maine,3,Fraud,335.505,2018,380,370,276.925,335.505,380,370,276.925
Virginia,4,Fraud,500,2021,550,500,603,500,550,500,603
Nebraska,4,Identity Theft,0,2019,0,0,0,0,0,0,0
Texas,1,Other,500,2019,410.21,476.66,440.87,500,410.21,476.66,440.87
Ohio,1,Other,517.31,2022,727.875,727.875,517.31,517.31,727.875,727.875,517.31
Delaware,1,Other,534.96,2020,495,487.89,433.5,534.96,495,487.89,433.5
Florida,1,Fraud,375,2020,330.64,304.99,400,375,330.64,304.99,400
Puerto Rico,1,Fraud,350,2019,375,394.99,292.5,350,375,394.99,292.5
Virginia,2,Identity Theft,0,2021,0,0,0,0,0,0,0
New Jersey,3,Other,496,2019,500,476.66,500,496,500,476.66,500
Minnesota,3,Other,379.305,2019,500,476.66,420,379.305,500,476.66,420
Alabama,4,Other,410,2020,500,487.89,451,410,500,487.89,451
Oregon,3,Fraud,299.265,2020,279,304.99,200,299.265,279,304.99,200
Ohio,4,Fraud,220,2020,328,304.99,209.93,220,328,304.99,209.93
Mississippi,2,Fraud,209.985,2020,325,304.99,201.625,209.985,325,304.99,201.625
South Carolina,2,Other,600,2021,700,618.38,600,600,700,618.38,600
Ohio,3,Fraud,375,2021,500,500,385.02,375,500,500,385.02
Connecticut,3,Other,400,2020,490,487.89,359,400,490,487.89,359
Oregon,4,Fraud,299.265,2020,328,304.99,308.45,299.265,328,304.99,308.45
Texas,4,Fraud,500,2021,550,500,560.1,500,550,500,560.1
Texas,1,Fraud,600,2022,600,600,600,600,600,600,600
Arizona,3,Fraud,353.42,2020,279,304.99,300,353.42,279,304.99,300
New Jersey,4,Fraud,510,2021,550,500,700,510,550,500,700
South Dakota,4,Fraud,411.5,2018,306.25,370,293.995,411.5,306.25,370,293.995
New Jersey,2,Fraud,354.18,2018,396,370,360,354.18,396,370,360
Arkansas,4,Fraud,360,2018,306.25,370,300,360,306.25,370,300
Pennsylvania,4,Fraud,300,2018,306.25,370,225,300,306.25,370,225
Washington,3,Identity Theft,0,2021,0,0,0,0,0,0,0
Maryland,2,Fraud,407.675,2019,422.08,394.99,500,407.675,422.08,394.99,500
New Mexico,1,Other,800,2021,535,618.38,800,800,535,618.38,800
Florida,1,Fraud,414.96,2019,375,394.99,410.495,414.96,375,394.99,410.495
New Jersey,3,Identity Theft,0,2021,0,0,0,0,0,0,0
Louisiana,3,Other,500,2018,460.27,460,494.605,500,460.27,460,494.605
Pennsylvania,2,Other,443.64,2019,499,476.66,411,443.64,499,476.66,411
Puerto Rico,2,Fraud,358,2018,396,370,395.95,358,396,370,395.95
Indiana,1,Other,400,2019,410.21,476.66,397,400,410.21,476.66,397
Wyoming,1,Fraud,304,2020,330.64,304.99,350,304,330.64,304.99,350
Massachusetts,4,Other,450,2018,400.08,460,473,450,400.08,460,473
Oregon,1,Other,380,2018,500,460,395,380,500,460,395
Virginia,1,Fraud,550,2022,600,600,550,550,600,600,550
Kansas,4,Fraud,329.485,2019,335.88,394.99,313.5,329.485,335.88,394.99,313.5
West Virginia,2,Identity Theft,0,2021,0,0,0,0,0,0,0
Colorado,3,Fraud,486.13,2021,500,500,499,486.13,500,500,499
Iowa,2,Fraud,379.16,2021,507,500,500,379.16,507,500,500
Massachusetts,1,Other,90.15,2022,727.875,727.875,90.15,90.15,727.875,727.875,90.15
Michigan,2,Other,349,2019,499,476.66,349.58,349,499,476.66,349.58
Mississippi,3,Fraud,400,2021,500,500,399.995,400,500,500,399.995
Illinois,2,Other,400,2018,499,460,414,400,499,460,414
West Virginia,4,Fraud,350,2021,550,500,400,350,550,500,400
Virginia,4,Fraud,324.47,2020,328,304.99,339.99,324.47,328,304.99,339.99
Michigan,2,Identity Theft,0,2021,0,0,0,0,0,0,0
Wisconsin,3,Other,499,2021,727,618.38,513.73,499,727,618.38,513.73
Florida,4,Other,458.145,2019,492,476.66,495,458.145,492,476.66,495
Hawaii,1,Other,464.5,2020,495,487.89,395,464.5,495,487.89,395
Vermont,3,Other,394.98,2018,460.27,460,355,394.98,460.27,460,355
Indiana,4,Other,423.72,2020,500,487.89,532,423.72,500,487.89,532
Mississippi,3,Other,500,2020,490,487.89,480,500,490,487.89,480
Wisconsin,4,Other,499,2021,700,618.38,492.5,499,700,618.38,492.5
Alaska,3,Fraud,611,2021,500,500,718.68,611,500,500,718.68
Wisconsin,2,Fraud,395.28,2021,507,500,440,395.28,507,500,440
Alabama,1,Fraud,437,2021,402.995,500,400,437,402.995,500,400
New Mexico,1,Fraud,500,2021,402.995,500,400,500,402.995,500,400
South Carolina,4,Other,600,2021,700,618.38,520,600,700,618.38,520
District of Columbia,2,Fraud,500,2021,507,500,525.225,500,507,500,525.225
Puerto Rico,1,Fraud,505.5,2021,402.995,500,450.995,505.5,402.995,500,450.995
New Jersey,2,Fraud,354.18,2018,396,370,360,354.18,396,370,360
District of Columbia,4,Fraud,378.5,2018,306.25,370,355.09,378.5,306.25,370,355.09
Massachusetts,1,Other,90.15,2022,727.875,727.875,90.15,90.15,727.875,727.875,90.15
Ohio,2,Other,500,2021,700,618.38,547.5,500,700,618.38,547.5
North Carolina,3,Other,330,2018,460.27,460,335,330,460.27,460,335
Connecticut,4,Other,650,2021,700,618.38,600,650,700,618.38,600
Massachusetts,1,Other,500,2019,410.21,476.66,459,500,410.21,476.66,459
Ohio,1,Fraud,300,2018,404.565,370,330.99,300,404.565,370,330.99
Delaware,1,Fraud,399,2020,330.64,304.99,373.86,399,330.64,304.99,373.86
Maryland,2,Other,500,2018,499,460,500,500,499,460,500
Illinois,2,Fraud,278,2020,325,304.99,297.99,278,325,304.99,297.99
Wisconsin,3,Other,344.01,2020,490,487.89,400,344.01,490,487.89,400
Wyoming,3,Other,537.145,2021,727,618.38,1932.5,537.145,727,618.38,1932.5
Georgia,2,Fraud,334.49,2019,422.08,394.99,400,334.49,422.08,394.99,400
Utah,2,Fraud,400,2019,422.08,394.99,499,400,422.08,394.99,499
Iowa,1,Other,359,2020,495,487.89,299,359,495,487.89,299
Michigan,4,Other,400,2020,500,487.89,367.1,400,500,487.89,367.1
Washington,3,Other,531.29,2021,727,618.38,600,531.29,727,618.38,600
California,4,Other,494.16,2019,492,476.66,500,494.16,492,476.66,500
Arizona,1,Fraud,700,2022,600,600,700,700,600,600,700
New Jersey,1,Fraud,389.06,2019,375,394.99,345.87,389.06,375,394.99,345.87
Virginia,4,Other,599,2021,700,618.38,600,599,700,618.38,600
Wisconsin,1,Other,292,2019,410.21,476.66,282.5,292,410.21,476.66,282.5
Michigan,4,Other,349,2019,492,476.66,320,349,492,476.66,320
Michigan,2,Other,450,2021,700,618.38,458.92,450,700,618.38,458.92
Kentucky,1,Fraud,300,2018,404.565,370,356.75,300,404.565,370,356.75
Arkansas,2,Fraud,300,2019,422.08,394.99,450,300,422.08,394.99,450
Vermont,2,Fraud,289.5,2020,325,304.99,370.8,289.5,325,304.99,370.8
California,2,Other,494.16,2019,499,476.66,525,494.16,499,476.66,525
Hawaii,2,Fraud,500,2019,422.08,394.99,500,500,422.08,394.99,500
Nevada,2,Other,525,2020,431,487.89,487.67,525,431,487.89,487.67
South Dakota,3,Fraud,240,2020,279,304.99,182,240,279,304.99,182
Nebraska,1,Fraud,499.99,2022,600,600,499.99,499.99,600,600,499.99
South Carolina,3,Other,460.655,2019,500,476.66,409.8,460.655,500,476.66,409.8
Georgia,1,Fraud,334.49,2019,375,394.99,324,334.49,375,394.99,324
Rhode Island,1,Other,456,2022,727.875,727.875,456,456,727.875,727.875,456
Connecticut,2,Other,650,2021,700,618.38,705.5,650,700,618.38,705.5
Puerto Rico,1,Other,550,2020,495,487.89,800,550,495,487.89,800
Nevada,1,Fraud,428.5,2018,404.565,370,426.5,428.5,404.565,370,426.5
Idaho,2,Identity Theft,0,2018,0,0,0,0,0,0,0
Maryland,2,Other,500,2018,499,460,500,500,499,460,500
Michigan,1,Other,400,2020,495,487.89,400,400,495,487.89,400
Alabama,1,Fraud,500,2022,600,600,500,500,600,600,500
Hawaii,3,Fraud,500,2019,400,394.99,500,500,400,394.99,500
Arizona,2,Fraud,440,2019,422.08,394.99,479,440,422.08,394.99,479
Virginia,1,Other,599,2021,535,618.38,531,599,535,618.38,531
Vermont,2,Other,500,2019,499,476.66,504.105,500,499,476.66,504.105
Puerto Rico,3,Other,409.5,2019,500,476.66,381,409.5,500,476.66,381
Georgia,1,Fraud,317.5,2018,404.565,370,344.5,317.5,404.565,370,344.5
Nevada,2,Fraud,630.94,2021,507,500,600,630.94,507,500,600
Wisconsin,4,Other,499,2021,700,618.38,492.5,499,700,618.38,492.5
West Virginia,3,Fraud,350,2021,500,500,425,350,500,500,425
Rhode Island,1,Other,580.23,2019,410.21,476.66,500,580.23,410.21,476.66,500
Georgia,2,Other,500,2020,431,487.89,500,500,431,487.89,500
West Virginia,4,Other,235.23,2020,500,487.89,222.5,235.23,500,487.89,222.5
Nebraska,2,Fraud,341.08,2018,396,370,389,341.08,396,370,389
New Hampshire,1,Fraud,300,2018,404.565,370,499,300,404.565,370,499
Ohio,2,Other,334.18,2018,499,460,398,334.18,499,460,398
Colorado,1,Other,500,2018,500,460,535,500,500,460,535
Oregon,2,Fraud,345.4,2018,396,370,377.3,345.4,396,370,377.3
North Carolina,4,Fraud,311.5,2018,306.25,370,281.86,311.5,306.25,370,281.86
New York,2,Fraud,300,2020,325,304.99,317.29,300,325,304.99,317.29
South Carolina,3,Fraud,400,2021,500,500,400,400,500,500,400
West Virginia,3,Other,330.68,2018,460.27,460,409,330.68,460.27,460,409
Oregon,4,Other,505,2021,700,618.38,594,505,700,618.38,594
Ohio,3,Fraud,300,2018,380,370,300,300,380,370,300
Arizona,4,Fraud,525,2021,550,500,650,525,550,500,650
Hawaii,1,Other,464.5,2020,495,487.89,395,464.5,495,487.89,395
Pennsylvania,2,Fraud,254.75,2020,325,304.99,300,254.75,325,304.99,300
Maryland,3,Other,500,2020,490,487.89,550,500,490,487.89,550
Maine,4,Other,400,2018,400.08,460,454.19,400,400.08,460,454.19
Connecticut,3,Identity Theft,0,2020,0,0,0,0,0,0,0
Arizona,3,Fraud,353.42,2020,279,304.99,300,353.42,279,304.99,300
Tennessee,2,Other,360,2018,499,460,349,360,499,460,349
Delaware,1,Fraud,369,2019,375,394.99,307,369,375,394.99,307
Maryland,3,Fraud,407.675,2019,400,394.99,499,407.675,400,394.99,499
Connecticut,2,Fraud,279,2020,325,304.99,279.1,279,325,304.99,279.1
Alabama,2,Other,377,2018,499,460,353.515,377,499,460,353.515
Minnesota,4,Other,379.305,2019,492,476.66,408.04,379.305,492,476.66,408.04
Mississippi,4,Fraud,209.985,2020,328,304.99,239.7,209.985,328,304.99,239.7
Montana,2,Identity Theft,0,2018,0,0,0,0,0,0,0
Maine,3,Identity Theft,0,2020,0,0,0,0,0,0,0
Wisconsin,4,Other,309,2018,400.08,460,300,309,400.08,460,300
Connecticut,3,Fraud,299.99,2019,400,394.99,350.43,299.99,400,394.99,350.43
Idaho,3,Fraud,400,2018,380,370,400,400,380,370,400
Oregon,1,Other,380,2018,500,460,395,380,500,460,395
South Carolina,1,Other,460.655,2019,410.21,476.66,500,460.655,410.21,476.66,500
